CID,Pollutant Name,CasMp,canSMILES_value,Complexity_value,CovalentUnitCount_value,DefinedAtomStereoCount_value,DefinedBondStereoCount_value,ExactMass_value,FormalCharge_value,HBondAcceptor_value,HBondDonor_value,HeavyAtomCount_value,MolecularWeight_value,MonoIsotopicWeight_value,RotatableBond_value,TPSA_value,UndefinedAtomStereoCount_value,UndefinedBondStereoCount_value,FCSP3_value,AtomCount_value,Kappa1_value,Kappa2_value,Kappa3_value,LogP_value,Cartridge_Class_C18 (ODS),Cartridge_Class_C8,Cartridge_Class_C4 / C2 / C1 / C30,Cartridge_Class_Cyclohexyl (CH/CYH),Cartridge_Class_Phenyl (PH),Cartridge_Class_PEP / HRP / DVB,Cartridge_Class_HLB (Hydrophilic-Lipophilic Balance),Cartridge_Class_ENVI-Carb,Cartridge_Class_LiChrolut EN,Cartridge_Class_SDB,Cartridge_Class_XAD,Cartridge_Class_Silica (SI),Cartridge_Class_Alumina,Cartridge_Class_Aminopropyl (NH2),Cartridge_Class_Cyanopropyl (CN),Cartridge_Class_Diol (2OH),Cartridge_Class_Florisil (Magnesium Silicate),Cartridge_Class_FL-PR (Florisil-Polymer Hybrid),Cartridge_Class_Polyamide,"Cartridge_Class_SCX, PRS, BCX, CCX","Cartridge_Class_WCX, CBA, CM","Cartridge_Class_SAX, QMA, QAX","Cartridge_Class_WAX, PSA, DEA","Cartridge_Class_MAX, MCX, AX, CX, Screen-A/C","Cartridge_Class_DPA, Polyimine, Triacetic","Cartridge_Class_Aldehyde, DNPH","Cartridge_Class_DAU, THC","Cartridge_Class_RDX, DBX","Cartridge_Class_Dry, DVB, EPH","Cartridge_Class_PS2, AC2, Carbon Black/PSA",Cartridge_Class_Reversed-Phase+Lipid Remove,Cartridge_Class_Reversed-Phase+Normal Phase,Cartridge_Class_Chelating Resin,Cartridge_Class_Reversed-Phase+SCX,Cartridge_Class_Molecularly Imprinted Columns,Cartridge_Class_Metal Complexation,Cartridge_Class_Covalent Boronate Affinity,Cartridge_Class_QuECHERS,Cartridge_Class_Physical Dispersion and Porous Structure,Cartridge_Class_MWCNT,Cartridge_Class_Unknown,Cartridge_Class_Null Cartridge,Sample loading_labels,Condition_labels,Wash_labels,Elute_labels,Reconstitute_labels
['521519'],"1,6-Dimethyl 3-methylhexanedioate",['1-132-CAS-237449'],CC(CCC(=O)OC)CC(=O)OC,177.0,1,0,0,188.104858398437,0,4,0,13,188.220001220703,188.104858398437,7,52.599998474121,1,0,0.7777777777777778,13,11.94,6.455375923594572,6.133151688088684,1.1388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,[],[0],[0],[0],[]
['5216'],Simazine,"['1-143-CAS-518980', '1-143-CAS-3179346', '1-124-CAS-79731', '1-134-CAS-100596', '1-124-CAS-187919', '1-143-CAS-195811', '1-143-CAS-311231', '1-134-CAS-100585', '1-128-CAS-212712', '1-143-CAS-265419', '1-134-CAS-18451', '1-124-CAS-112334', '1-120-CAS-228847', '1-124-CAS-348935', '1-124-CAS-145804', '1-134-CAS-269690', '1-143-CAS-43571', '1-124-CAS-198070', '1-134-CAS-38591', '1-143-CAS-15601', '1-143-CAS-196052', '1-143-CAS-165299', '1-128-CAS-348714', '1-143-CAS-82765', '1-124-CAS-509746', '1-143-CAS-134666', '1-143-CAS-428560', '1-134-CAS-174935', '1-101-CAS-56101', '1-143-CAS-203616', '1-143-CAS-194742', '1-128-CAS-358738', '1-124-CAS-6270', '1-143-CAS-92299', '1-143-CAS-127866', '1-139-CAS-338402', '1-143-CAS-532117', '1-128-CAS-72043', '1-124-CAS-3184069', '1-143-CAS-124976', '1-124-CAS-60424', '1-139-CAS-41461', '1-124-CAS-287396', '1-143-CAS-32964', '1-128-CAS-25324', '1-143-CAS-30822', '1-124-CAS-39908', '1-139-CAS-134817', '1-134-CAS-131693', '1-143-CAS-78686', '1-143-CAS-288090', '1-124-CAS-52362', '1-128-CAS-216259', '1-143-CAS-242095', '1-134-CAS-352581', '2-140-CAS-155816', '1-143-CAS-292309', '1-143-CAS-69477', '1-143-CAS-199876', '1-143-CAS-3225686', '1-128-CAS-3181472', '1-134-CAS-106814', '1-134-CAS-61693', '1-143-CAS-55355', '1-124-CAS-50405', '1-134-CAS-209406', '1-125-CAS-122738', '1-134-CAS-271285', '1-143-CAS-237706', '1-124-CAS-184807', '1-143-CAS-188450', '1-128-CAS-369384', '1-128-CAS-82187', '1-134-CAS-85851', '1-143-CAS-278969', '1-128-CAS-365713', '1-143-CAS-569748', '1-143-CAS-143012', '1-134-CAS-499354', '1-128-CAS-344003', '1-143-CAS-168614', '1-134-CAS-299934', '1-134-CAS-291686', '1-128-CAS-533865', '1-143-CAS-6158', '1-124-CAS-90577', '1-128-CAS-257086', '1-143-CAS-462720', '1-143-CAS-92062', '1-125-CAS-154693', '1-134-CAS-198487', '1-124-CAS-206535', '1-143-CAS-150007', '2-141-CAS-9208', '1-124-CAS-53598', '1-124-CAS-84019', '1-134-CAS-146642', '1-124-CAS-56766', '1-139-CAS-152622', '2-107-CAS-252563', '1-124-CAS-441616', '1-120-CAS-195651', '1-128-CAS-251848', '1-143-CAS-3231119', '1-134-CAS-3193284', '1-134-CAS-40803', '1-128-CAS-77627', '1-143-CAS-23219', '1-124-CAS-3190836', '1-143-CAS-220826', '1-124-CAS-46169', '1-128-CAS-234601', '1-143-CAS-229483', '1-124-CAS-442542', '1-134-CAS-35746', '1-134-CAS-360778', '1-143-CAS-32039', '1-134-CAS-288181', '1-143-CAS-12434', '1-143-CAS-197046', '1-143-CAS-224730', '1-143-CAS-552341', '1-128-CAS-79940', '1-143-CAS-50178', '1-143-CAS-289532', '1-143-CAS-478416', '1-128-CAS-183004', '1-134-CAS-351418', '1-143-CAS-446153', '1-134-CAS-171613', '1-128-CAS-348603', '1-134-CAS-153418', '1-124-CAS-3183242', '1-143-CAS-354768', '1-143-CAS-535245', '1-128-CAS-118131', '1-143-CAS-3228424', '1-143-CAS-249434', '1-134-CAS-509808', '1-128-CAS-88235', '1-124-CAS-3184340', '1-143-CAS-132989', '1-143-CAS-215778', '1-128-CAS-357028', '1-143-CAS-461520', '1-124-CAS-49057', '1-134-CAS-128445', '1-124-CAS-1276', '1-128-CAS-248855', '1-143-CAS-3184896', '1-124-CAS-32907', '1-134-CAS-102720', '1-101-CAS-11974', '1-139-CAS-166431', '1-134-CAS-33406', '1-143-CAS-15661', '1-143-CAS-360823', '1-128-CAS-106299', '1-143-CAS-41873', '1-134-CAS-67409', '1-124-CAS-209703', '1-143-CAS-108611', '1-143-CAS-169167', '1-143-CAS-3182906', '1-128-CAS-173444', '1-143-CAS-92066', '1-143-CAS-532817', '1-143-CAS-20340', '1-120-CAS-111005', '1-128-CAS-476188', '1-124-CAS-338398', '1-143-CAS-3194058', '1-143-CAS-3185657', '1-128-CAS-466702', '1-143-CAS-166369', '1-134-CAS-85240', '1-124-CAS-3193862', '1-124-CAS-172020', '1-143-CAS-548358', '1-128-CAS-132780', '1-143-CAS-65767', '1-134-CAS-185676', '1-143-CAS-3182408', '1-143-CAS-74147', '1-143-CAS-3223954', '1-134-CAS-141876', '1-134-CAS-49424', '1-143-CAS-18612', '1-143-CAS-502642', '1-134-CAS-60594', '1-124-CAS-86393', '1-134-CAS-69268', '1-124-CAS-132166', '1-124-CAS-173345', '1-134-CAS-3191045', '1-143-CAS-285561', '1-143-CAS-180524', '1-134-CAS-571516', '1-124-CAS-55431', '1-143-CAS-281558', '1-120-CAS-55496', '1-143-CAS-134775', '1-124-CAS-3194133', '1-124-CAS-18276', '1-143-CAS-236270', '1-143-CAS-248435', '1-124-CAS-5323', '1-124-CAS-341916', '1-143-CAS-250817', '1-134-CAS-163204', '1-143-CAS-3190461', '1-143-CAS-71117', '1-134-CAS-299985', '1-134-CAS-244146', '1-143-CAS-224128', '1-143-CAS-272321', '1-143-CAS-113302', '1-124-CAS-186772', '1-143-CAS-125575', '1-143-CAS-309799', '1-143-CAS-455111', '1-134-CAS-92885', '1-143-CAS-159678', '1-143-CAS-126346', '1-143-CAS-286223', '1-143-CAS-140411', '1-143-CAS-59287', '1-124-CAS-157645', '1-143-CAS-553464', '1-143-CAS-208229', '1-128-CAS-222913', '1-143-CAS-192471', '1-143-CAS-11514', '1-143-CAS-182021', '1-134-CAS-188087', '1-143-CAS-229016', '1-128-CAS-256558', '1-143-CAS-79229', '1-134-CAS-116888', '1-143-CAS-57272', '1-143-CAS-209011', '1-143-CAS-249712', '1-134-CAS-192409', '1-134-CAS-167289', '1-143-CAS-15855', '1-124-CAS-165919', '1-143-CAS-93700', '1-143-CAS-175676', '1-124-CAS-6784', '1-143-CAS-148616', '1-143-CAS-127890', '2-141-CAS-51561', '1-139-CAS-119729', '1-134-CAS-112572', '1-143-CAS-183593', '1-124-CAS-37836', '1-143-CAS-103909', '1-134-CAS-165683', '1-143-CAS-35737', '1-128-CAS-214954', '1-128-CAS-93279', '1-143-CAS-191585', '1-134-CAS-181120', '1-134-CAS-290672', '1-143-CAS-326613', '1-134-CAS-160526', '1-143-CAS-3194624', '1-128-CAS-218918', '1-124-CAS-112775', '1-143-CAS-79782', '1-124-CAS-480602', '1-143-CAS-558240', '1-120-CAS-251484', '1-124-CAS-208715', '1-134-CAS-359675', '1-124-CAS-515145', '1-134-CAS-514788', '1-143-CAS-95474', '1-143-CAS-562350', '1-143-CAS-64427', '1-143-CAS-175193', '1-128-CAS-60271', '1-143-CAS-112619', '1-128-CAS-256676', '1-143-CAS-22945', '1-143-CAS-444904', '1-134-CAS-503068', '1-128-CAS-362058', '1-143-CAS-571240', '1-124-CAS-152461', '1-143-CAS-33897', '1-124-CAS-21215', '1-134-CAS-297536', '1-128-CAS-343996', '1-128-CAS-97609', '1-128-CAS-136272', '1-143-CAS-235391', '1-143-CAS-292350', '1-143-CAS-291787', '1-128-CAS-78176', '1-143-CAS-4364', '1-128-CAS-188987', '1-124-CAS-441795', '1-143-CAS-55875', '1-143-CAS-3186448', '1-134-CAS-128455', '1-143-CAS-199945', '1-143-CAS-248315', '1-132-CAS-3178811', '1-128-CAS-252602', '1-143-CAS-420039', '1-124-CAS-101517', '1-143-CAS-313127', '1-143-CAS-113609', '1-143-CAS-4969', '1-134-CAS-444888', '1-134-CAS-94788', '1-143-CAS-78504', '1-143-CAS-286485', '1-134-CAS-212275', '1-134-CAS-160751', '1-134-CAS-133886', '1-143-CAS-34286', '1-143-CAS-312687', '1-124-CAS-195898', '1-134-CAS-70285', '1-124-CAS-223647', '1-143-CAS-558526', '1-124-CAS-3186568', '1-128-CAS-357646', '1-143-CAS-222345', '1-128-CAS-3227316', '1-128-CAS-166130', '1-128-CAS-88778', '1-134-CAS-43454', '1-143-CAS-105471', '1-128-CAS-153143', '1-134-CAS-68519', '1-132-CAS-3178073', '1-134-CAS-81533', '1-132-CAS-3183801', '2-141-CAS-74726', '1-143-CAS-476750', '1-124-CAS-22295', '1-143-CAS-50781', '1-124-CAS-154934', '1-134-CAS-211207', '1-124-CAS-3182710', '1-134-CAS-229287', '1-134-CAS-153758', '1-143-CAS-499548', '1-124-CAS-78714', '1-134-CAS-210870', '1-124-CAS-57556', '1-139-CAS-75432', '1-143-CAS-197787', '1-143-CAS-120545', '1-128-CAS-114098', '1-128-CAS-132415', '1-143-CAS-3189516', '1-134-CAS-52214', '1-128-CAS-510660', '1-124-CAS-49399', '1-124-CAS-130401', '1-143-CAS-523377', '1-128-CAS-249304', '1-134-CAS-64810', '1-143-CAS-154039', '1-134-CAS-14009', '1-143-CAS-89488', '1-124-CAS-105934', '1-143-CAS-180713', '1-143-CAS-266804', '1-134-CAS-272852', '1-143-CAS-3194649', '1-134-CAS-294694', '1-134-CAS-225354', '1-128-CAS-255984', '1-143-CAS-197540', '1-128-CAS-165620', '1-124-CAS-3184133', '1-134-CAS-195907', '1-134-CAS-140317', '1-143-CAS-183714', '1-143-CAS-153925', '1-120-CAS-251567', '1-143-CAS-191422', '1-124-CAS-48814', '1-134-CAS-488521', '1-134-CAS-294596', '1-134-CAS-92872', '1-120-CAS-238660', '1-143-CAS-80012', '1-143-CAS-173602', '1-139-CAS-476615', '1-128-CAS-99884', '1-128-CAS-223297', '1-143-CAS-138376', '1-134-CAS-78831', '1-128-CAS-377629', '1-124-CAS-60983', '1-143-CAS-306638', '1-128-CAS-194549', '1-134-CAS-291341', '1-124-CAS-151336', '1-134-CAS-288679', '1-134-CAS-141228', '1-128-CAS-257463', '1-143-CAS-4320', '1-143-CAS-147691', '1-143-CAS-233761', '1-134-CAS-297013', '1-134-CAS-60774', '1-143-CAS-242889', '1-134-CAS-189532', '2-107-CAS-252985', '1-124-CAS-84569', '1-143-CAS-173315', '1-143-CAS-444395', '1-124-CAS-3178274', '1-134-CAS-31383', '1-143-CAS-236411', '1-128-CAS-202291', '1-128-CAS-124778', '1-124-CAS-4603', '1-128-CAS-344443', '1-143-CAS-122681', '1-143-CAS-346547', '1-143-CAS-559484', '1-124-CAS-125838', '1-143-CAS-3179903', '1-134-CAS-259840', '1-128-CAS-56620', '1-128-CAS-203275', '1-143-CAS-80168', '1-143-CAS-229114', '1-124-CAS-4313', '1-143-CAS-459189', '1-143-CAS-237553', '1-139-CAS-478005', '1-143-CAS-487338', '1-143-CAS-3191047', '1-143-CAS-3177697', '1-143-CAS-140685', '1-143-CAS-249489', '1-143-CAS-24889', '1-143-CAS-196092', '1-143-CAS-91970', '1-128-CAS-3193144', '1-124-CAS-443276', '1-124-CAS-368467', '1-124-CAS-558268', '1-124-CAS-41201', '1-124-CAS-3185550', '1-124-CAS-443194', '1-134-CAS-11118', '1-143-CAS-83459', '1-128-CAS-130258', '1-134-CAS-58396', '1-143-CAS-276283', '1-124-CAS-11795', '1-134-CAS-101176', '1-143-CAS-3229489', '1-143-CAS-71603', '1-134-CAS-85205', '1-143-CAS-174985', '1-143-CAS-103944', '1-143-CAS-278404', '1-143-CAS-230175', '1-120-CAS-310967', '1-139-CAS-86670', '1-143-CAS-187573', '1-139-CAS-86581', '1-134-CAS-2781', '1-143-CAS-210436', '1-134-CAS-124436', '1-143-CAS-111745', '1-143-CAS-136951', '1-128-CAS-153578', '1-124-CAS-115216', '1-120-CAS-95823', '1-143-CAS-202388', '2-140-CAS-154373', '1-134-CAS-1347', '1-124-CAS-361313', '2-107-CAS-252531', '1-128-CAS-76344', '1-134-CAS-360382', '1-143-CAS-121500', '1-143-CAS-101059', '1-120-CAS-3189696', '1-143-CAS-113324', '1-128-CAS-228053', '2-140-CAS-155797', '1-134-CAS-353920', '1-128-CAS-287402', '1-124-CAS-83933', '1-124-CAS-546612', '1-124-CAS-15207', '1-124-CAS-53641', '1-143-CAS-3192528', '1-143-CAS-100823', '1-120-CAS-3194979', '1-143-CAS-566872', '1-120-CAS-13288', '1-143-CAS-56413', '1-134-CAS-184851', '1-143-CAS-537690', '1-120-CAS-188834', '1-143-CAS-377316', '1-143-CAS-144286', '1-143-CAS-155519', '1-134-CAS-55195', '1-143-CAS-241218', '1-124-CAS-186028', '1-143-CAS-209094', '1-134-CAS-224895', '1-139-CAS-225700', '1-124-CAS-125716', '1-143-CAS-105656', '1-143-CAS-250378', '1-139-CAS-267273', '1-134-CAS-217131', '1-134-CAS-121568', '1-143-CAS-168275', '1-143-CAS-35156', '1-143-CAS-264226', '1-128-CAS-69102', '1-143-CAS-75236', '1-134-CAS-293062', '1-139-CAS-567382', '1-124-CAS-174861', '1-134-CAS-153023', '1-124-CAS-108869', '1-143-CAS-183796', '1-128-CAS-144993', '1-124-CAS-171545', '1-124-CAS-3185511', '2-141-CAS-78609', '1-128-CAS-436440', '1-139-CAS-341246', '1-143-CAS-3189783', '1-143-CAS-205977', '1-143-CAS-3180752', '1-134-CAS-49214', '1-128-CAS-348338', '1-134-CAS-120319', '1-134-CAS-38905', '1-143-CAS-212556', '1-134-CAS-164160', '1-134-CAS-105441', '1-143-CAS-201560', '1-143-CAS-250768', '1-124-CAS-3181579', '1-143-CAS-104488', '1-134-CAS-61023', '1-134-CAS-514989', '1-134-CAS-324703', '1-143-CAS-287836', '1-143-CAS-14299', '1-124-CAS-441612', '1-128-CAS-106329', '1-143-CAS-566910', '1-124-CAS-530978', '1-134-CAS-110679', '1-143-CAS-251119', '1-134-CAS-204192', '1-120-CAS-11678', '1-143-CAS-170858', '1-143-CAS-3187616', '1-128-CAS-26908', '1-143-CAS-172367', '1-139-CAS-269333', '1-134-CAS-108131', '1-143-CAS-104188', '1-143-CAS-66095', '1-120-CAS-3192115', '1-134-CAS-168259']",CCNC1=NC(=NC(=N1)Cl)NCC,131.0,1,0,0,201.078125,0,5,2,13,201.660003662109,201.078125,4,62.7000007629394,0,0,0.5714285714285714,13,9.984033613445378,4.811985946578983,3.022964882181997,1.3886,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,1,"[31, 12, 32, 6, 28, 45, 1, 2, 3, 9, 4, 23, 5, 10, 13, 34, 0]","[44, 9, 31, 14, 32, 33, 7, 21, 20, 18, 0, 11, 46, 3, 2, 24, 5, 10, 12, 6, 45, 25, 1, 4, 13]","[31, 14, 32, 29, 1, 2, 9, 8, 4, 3, 7, 5, 10, 0]","[31, 14, 7, 20, 21, 23, 18, 11, 27, 46, 28, 3, 2, 24, 5, 10, 12, 6, 22, 1, 4, 13]","[42, 12, 32, 6, 36, 25, 1, 2, 3, 24, 4, 21, 5, 7, 10, 13, 0]"
['5216290'],"α-Amino-1<ital>H</ital>-1,2,4-triazole-1-propanoic acid",['1-143-CAS-495052'],C1=NN(C=N1)CC(C(=O)O)N,151.0,1,0,0,156.064727783203,0,5,2,11,156.139999389648,156.064727783203,3,94.0,1,0,0.4,11,7.674493207941485,3.108150399133192,2.008870150625947,-1.309999999999999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[2],"[1, 0]",[0],"[3, 1]",[0]
['521718'],13-Tetradecen-1-yl acetate,['1-124-CAS-435641'],CC(=O)OCCCCCCCCCCCCC=C,199.0,1,0,0,254.224578857421,0,2,0,18,254.410003662109,254.224578857421,14,26.2999992370605,0,0,0.8125,18,17.21,14.27169031462061,15.21,5.026600000000006,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0],"[7, 17, 0]",[0],[7],[7]
['522068'],Ethyl methyl succinate,['1-124-CAS-104862'],CCOC(=O)CCC(=O)OC,141.0,1,0,0,160.07356262207,0,4,0,11,160.169998168945,160.07356262207,6,52.599998474121,0,0,0.7142857142857143,11,9.94,5.704344619021978,5.387427293064876,0.5026999999999999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],"[7, 17, 1]",[2],[7],[]
['52224389'],(1-Hexyl-1<ital>H</ital>-indol-3-yl)-1-naphthalenylmethanone,"['1-125-CAS-16374', '1-125-CAS-369201']",CCCCCCN1C=C(C2=CC=CC=C21)C(=O)C3=CC=CC4=CC=CC=C43,489.0,1,0,0,355.193603515625,0,1,0,27,355.5,355.193603515625,7,22.0,0,0,0.24,27,17.53916848054765,7.791208920660057,3.397806492965575,6.605800000000006,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],"[1, 0]","[1, 0]",[20],"[2, 1]"
['52224404'],Naringenin-4′-<ital>O</ital>-glucuronide,['2-114-CAS-220904'],C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)OC4C(C(C(C(O4)C(=O)O)O)O)O,693.0,1,6,0,448.100555419921,0,11,6,32,448.399993896484,448.100555419921,4,183.0,0,0,0.3333333333333333,32,21.83701370760706,8.27960975410004,3.936924128487058,0.07529999999999959,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],"[1, 0]",[22],[22],[]
['522325'],Dipyrone,"['1-124-CAS-3195062', '1-143-CAS-39569', '1-101-CAS-194215', '1-143-CAS-530835', '1-143-CAS-124205', '1-139-CAS-530752', '1-143-CAS-12636', '1-143-CAS-140411', '1-143-CAS-211254', '1-125-CAS-154693', '1-143-CAS-90566', '1-143-CAS-37348', '1-101-CAS-187438', '1-143-CAS-94418', '1-124-CAS-570316', '1-143-CAS-177630', '1-101-CAS-160303', '1-143-CAS-101648', '1-143-CAS-198429', '1-143-CAS-185666', '1-101-CAS-118591', '1-143-CAS-191276', '1-143-CAS-65291', '1-120-CAS-187282', '1-143-CAS-475327', '1-143-CAS-128917', '1-143-CAS-115941', '1-143-CAS-366648', '1-143-CAS-160338', '1-101-CAS-1704', '1-143-CAS-271561']",CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)CS(=O)(=O)[O-].[Na+],552.0,2,0,0,333.075927734375,0,6,0,22,333.33999633789,333.075927734375,4,92.4000015258789,0,0,0.3076923076923077,22,18.98775549188156,7.011570089346454,3.821278853683631,-2.572679999999997,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"[3, 0]","[9, 0, 1, 6]","[3, 9, 1, 0]","[20, 1, 6]","[36, 1, 2, 4, 0]"
['522537'],2-Ethyl-3-hydroxyhexyl 2-methylpropanoate,['1-124-CAS-221296'],CCCC(C(CC)COC(=O)C(C)C)O,178.0,1,0,0,216.172546386718,0,3,1,15,216.320007324218,216.172546386718,8,46.5,2,0,0.9166666666666666,15,14.43,7.686756841859208,5.775288703375093,2.372800000000001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0],"[1, 0]",[],[7],[]
['522637'],1-Ethyladamantane,"['1-131-CAS-23838', '1-120-CAS-252708']",CCC12CC3CC(C1)CC(C3)C2,151.0,1,0,0,164.156494140625,0,0,0,12,164.289993286132,164.156494140625,1,0.0,0,0,1.0,12,7.408163265306122,2.272727272727273,0.9,3.612800000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[5],[5],[5],[],[]
['522658'],Dihexyl methylphosphonate,"['1-143-CAS-236656', '1-143-CAS-170251']",CCCCCCOP(=O)(C)OCCCCCC,189.0,1,0,0,264.185424804687,0,3,0,17,264.33999633789,264.185424804687,12,35.5,0,0,1.0,17,17.15,11.25238371695922,12.39767801857585,5.003100000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,[0],"[3, 0]",[0],"[23, 1]",[]
['522834'],2-Acetyl-1-pyrroline,"['1-132-CAS-328625', '1-124-CAS-22400']",CC(=O)C1=NCCC1,138.0,1,0,0,111.068412780761,0,2,0,8,111.139999389648,111.068412780761,1,29.3999996185302,0,0,0.6666666666666666,8,5.476239782016348,2.072421167505009,0.940761722330511,0.8102,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],"[43, 1, 0]",[0],[43],[]
['5237'],Fluoroacetic acid,"['1-124-CAS-443555', '1-124-CAS-146435', '1-143-CAS-352331', '1-125-CAS-44537', '1-124-CAS-421793', '2-141-CAS-163698', '1-124-CAS-441877', '1-124-CAS-143328', '1-124-CAS-423245']",C(C(=O)O)F,42.9000015258789,1,0,0,78.0117111206054,0,3,1,5,78.0400009155273,78.0117111206054,1,37.2999992370605,0,0,0.5,5,4.400000000000001,1.694117647058824,3.400000000000003,0.04049999999999992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,[0],"[3, 1, 0]","[3, 1, 0]","[12, 0]",[]
['5240'],Iodoacetic acid,"['1-143-CAS-485314', '1-143-CAS-352331', '1-124-CAS-80330', '1-124-CAS-93143', '1-143-CAS-11341', '1-132-CAS-356581', '1-143-CAS-350444', '1-143-CAS-367432', '1-132-CAS-377039']",C(C(=O)O)I,42.9000015258789,1,0,0,185.917785644531,0,2,1,5,185.949996948242,185.917785644531,1,37.2999992370605,0,0,0.5,5,5.200000000000001,2.438095238095239,4.200000000000001,0.506,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,[0],"[26, 1, 0]",[0],"[26, 1, 0]","[4, 1, 0]"
['524223'],"1,2,3-Trichloronaphthalene","['1-120-CAS-491310', '1-120-CAS-340015', '1-120-CAS-527663', '1-120-CAS-491277']",C1=CC=C2C(=C1)C=C(C(=C2Cl)Cl)Cl,183.0,1,0,0,229.945678710937,0,0,0,13,231.5,229.945678710937,0,0.0,0,0,0.0,13,9.13781371626366,3.375216863641361,1.500977304962329,4.800000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"[11, 5]",[5],[5],"[25, 11, 5]","[5, 25]"
['524228'],"1,4,6-Trichloronaphthalene",['1-124-CAS-522185'],C1=CC2=C(C=CC(=C2C=C1Cl)Cl)Cl,183.0,1,0,0,229.945678710937,0,0,0,13,231.5,229.945678710937,0,0.0,0,0,0.0,13,9.13781371626366,3.375216863641361,1.620674423687443,4.800000000000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[3],[3],[],[3],[]
['5245'],Risedronate,"['1-101-CAS-21727', '1-101-CAS-100066', '1-101-CAS-205204', '1-101-CAS-200678', '1-101-CAS-339243', '1-101-CAS-475431']",C1=CC(=CN=C1)CC(O)(P(=O)(O)O)P(=O)(O)O,339.0,1,0,0,283.001068115234,0,8,5,17,283.109985351562,283.001068115234,4,148.0,0,0,0.2857142857142857,17,14.47093845216332,4.587687189215127,2.996590194882371,-0.3744000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[49, 0]","[30, 1, 0]","[30, 1, 0]","[2, 1]","[36, 0]"
