CasMp,Sample loading,Condition,Wash,Elute,Reconstitute
['1-116-CAS-276972'],"(acetonitrile, null)","(methanol, null)","(water, null)","(methanol, null)","(isopropanol, null)"
['1-104-CAS-350854'],"(phosphate+water, 0.9259999999999999)","(phosphate, null)",,"(phosphate, null)",
['1-104-CAS-353593'],"(phosphate+water, 0.9259000000000001)","(phosphate, null)",,"(methanol, null)",
['1-118-CAS-365063'],,"(acetone, null); (water, null)",,"(acetone, null); (methanol, null)","(unknown, null)"
['1-118-CAS-363808'],,"(acetone, null); (water, null)",,"(acetone, null); (methanol, null)","(unknown, null)"
['1-118-CAS-361073'],,,"(water, null); (methanol+water, 0.6)","(methanol, null)","(methanol, null)"
['1-118-CAS-359310'],,,"(water, null); (methanol+water, 0.6)","(methanol, null)","(methanol, null)"
['1-104-CAS-423768'],"(unknown, null)",,"(water, null)","(phosphate, null)",
['1-104-CAS-348028'],"(unknown, null)",,"(water, null)","(nitric acid+water, null)",
['1-104-CAS-347910'],,"(methanol, null); (water, null); (hydrochloric acid, 0.7)","(hydrochloric acid, 0.7)","(water, null)",
['1-104-CAS-346873'],,"(methanol, null); (water, null); (hydrochloric acid, 0.7)","(hydrochloric acid, 0.7)","(water, null)",
['1-104-CAS-345729'],,"(methanol, null); (water, null); (hydrochloric acid, 0.7)","(hydrochloric acid, 0.7)","(water, null)",
['1-104-CAS-345565'],,"(methanol, null); (water, null); (hydrochloric acid, 0.7)","(hydrochloric acid, 0.7)","(water, null)",
['1-104-CAS-344327'],,"(methanol, null); (water, null); (hydrochloric acid, 0.7)","(hydrochloric acid, 0.7)","(water, null)",
['1-104-CAS-343900'],,"(methanol, null); (water, null); (hydrochloric acid, 0.7)","(hydrochloric acid, 0.7)","(water, null)",
['1-104-CAS-347318'],"(acetic acid, null)",,"(water, null)","(acetone+nitric acid, 0.1)",
['1-104-CAS-351493'],"(phosphate+water, 0.9259999999999999)","(phosphate, null)",,"(hydrochloric acid, null)",
['1-104-CAS-354758'],"(water, null); (phosphate, null)","(phosphate, null)",,"(ethanol, null)",
['1-104-CAS-358330'],"(hydrochloric acid+potassium chloride, null)",,,"(unknown, null)","(water, null)"
['1-104-CAS-350605'],"(phosphate+water, 0.9259999999999999)","(phosphate, null)",,"(methanol, null)",
['1-104-CAS-351984'],"(phosphate+water, 0.9259000000000001)","(phosphate, null)",,"(ethanol, null)",
['1-119-CAS-271006'],"(unknown, null)","(unknown, null); (water, null); (sodium chloride, null); (unknown, null); (unknown, null); (water, null); (unknown, null)","(unknown, null)","(unknown, null)",
['1-116-CAS-366285'],"(water, null)","(methanol, null); (water, null)","(hydrochloric acid, null); (methanol, null); (ammonium hydroxide+methanol, 0.9473684210526315)","(ammonium hydroxide+methanol, 0.3684210526315789)","(water, null)"
['1-101-CAS-429349'],"(unknown, null)",,"(unknown, null)","(acetic acid+methanol, 0.9)",
['1-101-CAS-433011'],"(unknown, null)","(methanol, null); (unknown, null)","(unknown, null)","(chloroform, null)","(methanol, null)"
['1-101-CAS-434039'],"(unknown, null)","(methanol, null); (unknown, null)","(unknown, null)","(ethanol, null)","(methanol, null)"
['1-101-CAS-432988'],"(phosphate, null)","(methanol, null); (water, null)","(water, null)","(methanol, null)",
['1-102-CAS-275136'],"(unknown, null)","(acetic acid+methanol, 0.95); (water, null)","(chloroform, null)","(acetic acid+methanol, 0.95)",
['1-102-CAS-275377'],"(unknown, 0.16666666666666666)","(methanol, 0.05); (water, null)","(water, null); (chloroform, null)","(methanol, 0.05)",
['1-102-CAS-274833'],"(unknown, null)","(methanol, 0.05); (water, null)","(acetonitrile, null)","(methanol, 0.05)",
['1-101-CAS-436186'],"(unknown, null)","(methanol, null); (unknown, null)","(unknown, null)","(acetonitrile, null)","(methanol, null)"
['1-103-CAS-274904'],,"(hexane, null)","(hexane, null)","(methanol, null)",
['1-104-CAS-344913'],"(acetic acid, null)",,"(water, null)","(nitric acid+water, null)",
['1-101-CAS-441379'],,"(methanol, null); (water, null)","(methanol+water, 0.2); (water, null)","(methanol, null)","(unknown, null)"
['1-103-CAS-347963'],,"(methanol, null); (water, null)",,"(ethyl acetate, null); (toluene, null); (acetonitrile, null)","(acetonitrile, null)"
['1-103-CAS-347362'],,"(methanol, null); (water, null)",,"(ethyl acetate, null); (toluene, null); (acetonitrile, null)","(acetonitrile, null)"
['1-103-CAS-344428'],,"(methanol, null); (water, null)",,"(ethyl acetate, null); (toluene, null); (acetonitrile, null)","(acetonitrile, null)"
['1-102-CAS-275950'],"(unknown, 0.2)","(methanol, null); (water, null)","(water, null); (chloroform, null)","(methanol, null)",
['1-101-CAS-443768'],,"(methanol, null); (water, null)","(methanol+water, 0.05); (methanol+water, 0.7)","(methanol, null)","(methanol, null)"
['1-101-CAS-441697'],,"(methanol, null); (water, null)","(methanol+water, null)",,"(methanol, null)"
['1-104-CAS-272416'],"(water, null)",,"(water, null)","(hydrochloric acid, null); (hydrochloric acid, null); (hydrochloric acid, null)",
['1-101-CAS-441654'],,"(methanol, null); (water, null)","(methanol+water, null)",,"(methanol, null)"
['1-101-CAS-443860'],,,"(methanol, null)","(acetone+water, 0.94)","(water, null)"
['1-104-CAS-274587'],"(water, null)",,"(water, null)","(water, null); (water, null); (water, null); (water, null)",
['1-101-CAS-436518'],"(water, null)","(methanol, null); (water, null)","(water, null)","(methanol, null)","(unknown, 0.3333)"
['1-101-CAS-436151'],"(unknown, null)","(methanol, null); (unknown, null)","(unknown, null)","(methanol, null)","(methanol, null)"
['1-102-CAS-278043'],"(unknown, null)","(acetic acid+methanol, 0.05); (water, null)","(water, null)","(acetic acid+methanol, 0.05)",
['1-101-CAS-433952'],"(unknown, null)","(methanol, null); (unknown, null)","(unknown, null)","(methanol, null)","(methanol, null)"
['1-101-CAS-430009'],,"(acetonitrile, null); (water, null)","(water, null)","(acetonitrile, null)",
['1-101-CAS-441013'],"(phosphate, null)","(methanol, null); (water, null)","(water, null); (water, null)","(acetonitrile+ammonium acetate, 0.2)",
['1-102-CAS-277272'],"(unknown, null)","(acetic acid+methanol, 0.95); (water, null)","(methanol+water, 0.05); (water, null)","(acetic acid+methanol, 0.95)",
['1-101-CAS-432496'],"(methanol, 0.995)","(water, null); (methanol, null); (water, null)","(water, null)","(methanol, null); (methanol, null)","(acetonitrile+water, 0.5)"
['1-101-CAS-376921'],"(phosphate, 0.7142857142857143)",,"(methanol+water, 0.05)","(methanol, 1.0)",
['1-101-CAS-427475'],"(unknown, null)",,"(water, null)","(methanol, null)","(methanol+water, 0.8)"
['1-101-CAS-366277'],"(water, null)","(water, null)","(water, null)","(water, null)",
['1-101-CAS-369682'],"(water, null)","(water, null)","(water, null)",,
['1-101-CAS-364053'],"(water, null)","(water, null)",,"(water, null); (water, null)",
['1-101-CAS-367198'],"(water, null)","(water, null)","(water, null)","(water, null)",
['1-101-CAS-364535'],"(water, null)","(water, null)","(water, null)","(water, null)",
['1-101-CAS-366388'],"(water, null)","(methanol, null); (methanol, null); (unknown, null)","(unknown, null)","(methanol, null)","(methanol, null)"
['1-101-CAS-359846'],"(water, null)","(water, null)","(water, null)","(acetonitrile+water, 0.5)",
['1-101-CAS-369262'],"(water, null)","(methanol, null); (methanol, null); (unknown, null)","(unknown, null)","(methanol, null)","(methanol, null)"
['1-101-CAS-356812'],"(water, null)","(methanol, null); (methanol, null); (unknown, null)","(unknown, null)","(methanol, null)","(methanol, null)"
['1-101-CAS-360511'],"(water, null)",,"(water, null)","(water, null)",
['1-101-CAS-361921'],,"(methanol, null); (methanol, null); (unknown, null)","(unknown, null)","(dichloromethane, null)","(methanol, null)"
['1-101-CAS-365558'],,"(methanol, null); (methanol, null); (unknown, null)","(unknown, null)","(dichloromethane, null)","(methanol, null)"
['1-101-CAS-377673'],,"(methanol, null); (methanol, null); (unknown, null)","(unknown, null)","(methanol, null)","(methanol, null)"
['1-101-CAS-377571'],,"(methanol, null); (methanol, null); (unknown, null)","(unknown, null)","(methanol, null)","(methanol, null)"
['1-101-CAS-367921'],,"(methanol, null); (methanol, null); (unknown, null)","(unknown, null)","(methanol, null)","(methanol, null)"
['1-101-CAS-362066'],,"(methanol, null); (methanol, null); (unknown, null)","(unknown, null)","(methanol, null)","(methanol, null)"
['1-101-CAS-360876'],,"(methanol, null); (methanol, null); (unknown, null)","(unknown, null)","(methanol, null)","(methanol, null)"
['1-101-CAS-357037'],,"(methanol, null); (methanol, null); (unknown, null)","(unknown, null)","(methanol, null)","(methanol, null)"
['1-101-CAS-356927'],,"(methanol, null); (methanol, null); (unknown, null)","(unknown, null)","(methanol, null)","(methanol, null)"
['1-101-CAS-358804'],"(water, null)","(water, null)",,"(water, null)",
['1-101-CAS-369118'],"(water, null)","(water, null)",,"(water, null); (water, null); (acetonitrile+water, 0.5)",
['1-101-CAS-365124'],,"(methanol, null); (water, null)","(methanol+water, 0.05)","(methanol, null)","(water, null)"
['1-101-CAS-368837'],,"(methanol, null); (methanol, null); (water, null)","(water, null)","(acetone, null)","(methanol, null)"
['1-101-CAS-366658'],,"(methanol, null); (methanol, null); (water, null)","(water, null)","(acetone, null)","(methanol, null)"
['1-101-CAS-364527'],"(methanol, null)",,"(methanol, null)","(water, null)",
['1-101-CAS-362227'],,"(methanol, null); (methanol, null); (unknown, null)","(unknown, null)","(methanol, null)","(methanol, null)"
['1-101-CAS-365329'],,"(methanol, null); (methanol, null); (water, null)","(water, null)","(methanol, null)","(methanol, null)"
['1-101-CAS-358891'],,"(methanol, null); (methanol, null); (water, null)","(water, null)","(methanol, null)","(methanol, null)"
['1-101-CAS-367715'],,"(methanol, null); (methanol, null); (water, null)","(water, null)","(dichloromethane, null)","(methanol, null)"
['1-101-CAS-365635'],,"(methanol, null); (methanol, null); (water, null)","(water, null)","(dichloromethane, null)","(methanol, null)"
['1-101-CAS-361865'],,"(methanol, null); (methanol, null); (water, null)","(water, null)","(dichloromethane, null)","(methanol, null)"
['1-101-CAS-356487'],,"(methanol, null); (methanol, null); (water, null)","(water, null)","(dichloromethane, null)","(methanol, null)"
['1-101-CAS-361201'],,"(methanol, null); (methanol, null); (water, null)","(water, null)","(methanol, null)","(methanol, null)"
['1-101-CAS-357044'],,"(methanol, null); (methanol, null); (water, null)","(water, null)","(methanol, null)","(methanol, null)"
['1-101-CAS-356884'],,"(methanol, null); (methanol, null); (water, null)","(water, null)","(methanol, null)","(methanol, null)"
['1-101-CAS-362667'],"(water, null)","(methanol, null); (water, null)","(unknown, null); (water, null)","(acetonitrile, null)","(unknown, null)"
['1-101-CAS-364329'],"(water, null)","(methanol, null); (water, null)","(water, null); (methanol+water, 0.05); (water, null)","(acetonitrile+water, 0.8)",
['1-101-CAS-364129'],"(unknown, null)","(methanol, null); (water, null)","(methanol+water, 0.9); (methanol+water, 0.9)","(acetone, null); (acetone, null); (acetone, null)","(ammonium acetate, null)"
['1-101-CAS-426799'],,"(acetonitrile, null); (water, null)","(water, null)","(acetonitrile, null)",
['1-101-CAS-365078'],"(water, null)","(water, null)","(water, null)","(water, null)",
['1-101-CAS-367640'],"(water, null)","(methanol, null); (water, null)","(water, null); (water, null); (water, null); (water, null)","(acetonitrile+water, 0.8)","(acetonitrile+water, 0.8)"
['1-101-CAS-362762'],,"(methanol, null); (water, null)","(water, null); (methanol+water, 0.05)","(methanol+water, 0.7); (methanol+water, 0.7); (methanol+water, 0.7)","(water, null)"
['1-101-CAS-376846'],"(unknown, null)","(methanol, null); (water, null); (water, null)","(water, null); (methanol+water, 0.2)","(methanol, null)","(methanol+water, 0.1)"
['1-101-CAS-368397'],"(unknown, null)","(methanol, null); (water, null); (water, null)","(water, null); (methanol+water, 0.2)","(methanol, null)","(methanol+water, 0.1)"
['1-101-CAS-364191'],"(unknown, null)","(methanol, null); (water, null)","(water, null); (methanol+water, 0.3)","(methanol, null)","(sodium acetate, null)"
['1-101-CAS-366237'],"(unknown, null)","(methanol, null); (water, null)","(water, null); (methanol+water, 0.3)","(methanol, null)","(sodium acetate, null)"
['1-101-CAS-362279'],,"(methanol, null); (phosphate, null)","(water, null); (phosphate, null); (methanol, null)","(ammonium hydroxide+dichloromethane, 0.7959183673469388)","(acetonitrile+water, 0.05)"
['1-101-CAS-424576'],"(water, null)","(methanol, null); (water, null)","(water, null); (methanol, null); (methanol, null)","(acetonitrile+methanol, 0.15625); (acetonitrile+methanol, 0.15625)","(water, null)"
['1-101-CAS-424214'],"(unknown, 0.33)",,,"(MTBE, null)","(water, null)"
['1-101-CAS-366055'],"(water, null)","(methanol, null); (water, null)","(methanol+water, 0.1); (methanol+water, 0.1)","(methanol, null)","(acetonitrile+methanol, 0.3)"
['1-101-CAS-364884'],"(methanol, null)",,"(methanol, null)","(hydrochloric acid, null)",
['1-101-CAS-420252'],"(phosphate, 1.0)","(methanol, null); (water, null); (phosphate, null)","(water, null); (phosphate, null); (methanol, null)","(dichloromethane+isopropanol, 0.7959183673469388)",
['1-101-CAS-419973'],"(phosphate, 1.0)","(methanol, null); (water, null); (phosphate, null)","(water, null); (phosphate, null); (methanol, null)","(dichloromethane+isopropanol, 0.7959183673469388)",
['1-101-CAS-419643'],"(phosphate, 1.0)","(methanol, null); (water, null); (phosphate, null)","(water, null); (phosphate, null); (methanol, null)","(dichloromethane+isopropanol, 0.7959183673469388)",
['1-101-CAS-419575'],"(phosphate, 1.0)","(methanol, null); (water, null); (phosphate, null)","(water, null); (phosphate, null); (methanol, null)","(dichloromethane+isopropanol, 0.7959183673469388)",
['1-101-CAS-417941'],"(phosphate, 1.0)","(methanol, null); (water, null); (phosphate, null)","(water, null); (phosphate, null); (methanol, null)","(dichloromethane+isopropanol, 0.7959183673469388)",
['1-101-CAS-417777'],"(phosphate, 1.0)","(methanol, null); (water, null); (phosphate, null)","(water, null); (phosphate, null); (methanol, null)","(dichloromethane+isopropanol, 0.7959183673469388)",
['1-101-CAS-368113'],"(water, null)","(water, null)","(water, null)","(water, null)",
['1-101-CAS-369162'],"(water, null)","(methanol, null); (water, null); (water, null)","(water, null)","(methanol, null)","(acetonitrile, null)"
['1-101-CAS-366990'],,"(methanol, null); (methanol, null); (water, null); (water, null)","(methanol+water, 0.05); (methanol+water, 0.1); (methanol+water, 0.15); (methanol+water, 0.2)","(methanol, null)","(acetonitrile+water, 0.1)"
['1-101-CAS-364110'],,"(methanol, null); (water, null)",,"(water, null); (methanol, null)","(methanol+water, 0.5)"
['1-101-CAS-361365'],"(ammonium formate, null)","(ammonium formate, null)","(methanol, null)","(ammonium formate+methanol, 0.9)",
['1-101-CAS-369156'],"(unknown, null)","(methanol, null); (water, null)","(methanol+water, 0.9); (methanol+water, 0.9)","(acetone, null); (acetone, null); (acetone, null)","(ammonium acetate, null)"
['1-101-CAS-428462'],,"(methanol, null); (water, null)","(water, null); (water, null)","(methanol, null)","(unknown, null)"
['1-101-CAS-363755'],"(unknown, 0.5)","(methanol, null); (water, null)","(water, null); (water, null)","(acetonitrile+water, 0.3)",
['1-101-CAS-421607'],"(unknown, null)","(methanol, null); (water, null)","(water, null); (methanol+water, 0.1); (water, null); (methanol+water, 0.1)","(methanol, null)","(acetonitrile+water, null)"
['1-101-CAS-355082'],"(water, null)","(methanol, null); (water, null)","(water, null)","(methanol, null)","(methanol, null)"
['1-101-CAS-354602'],"(water, null)","(methanol, null); (water, null)","(water, null)","(methanol, null)","(methanol, null)"
['1-101-CAS-353355'],"(water, null)","(methanol, null); (water, null)","(water, null)","(methanol, null)","(methanol, null)"
['1-101-CAS-351497'],"(water, null)","(methanol, null); (water, null)","(water, null)","(methanol, null)","(methanol, null)"
['1-101-CAS-351252'],"(water, null)","(methanol, null); (water, null)","(water, null)","(methanol, null)","(methanol, null)"
['1-101-CAS-349478'],"(water, null)","(methanol, null); (water, null)","(water, null)","(methanol, null)","(methanol, null)"
['1-101-CAS-352602'],"(water, null)","(methanol, null); (water, null)","(water, null)","(acetonitrile, null)","(methanol, null)"
['1-101-CAS-353160'],,,"(water, null)","(acetonitrile, null)","(water, null)"
['1-101-CAS-351330'],,"(methanol, null); (water, null)","(methanol+water, 0.1)","(acetonitrile+water, 0.4)",
['1-101-CAS-354632'],,,"(water, null)","(methanol, 0.98)","(water, null)"
['1-101-CAS-354012'],"(water, null)","(methanol, null); (acetonitrile+methanol, 0.5); (water, null)","(methanol+water, 0.02)","(acetonitrile+methanol, 0.5)","(methanol+water, 0.08)"
['1-101-CAS-350536'],,"(methanol, null); (water, null)","(methanol+water, 0.1)","(methanol, null)",
['1-101-CAS-356523'],"(water, null)","(water, null)","(water, null)","(acetonitrile+water, 0.5)",
['1-101-CAS-354170'],"(unknown, null)","(methanol, null); (water, null)","(methanol+water, 0.05)","(acetonitrile+water, 0.2)",
['1-101-CAS-354325'],"(methanol+water, 0.65)","(methanol, null); (water, null)","(water, null); (methanol+water, 0.65)","(methanol, null); (methanol, null)","(methanol+water, 0.95)"
