CasMp,Sample loading,Condition,Wash,Elute,Reconstitute
['1-124-CAS-312285'],"(hexane, null)","(hexane, null)",,"(dichloromethane, null)","(hexane, null)"
['1-124-CAS-285692'],"(unknown, null)","(methanol, null); (water, null)","(acetic acid+methanol, 0.4)","(methanol, null)",
['1-124-CAS-282216'],"(chloroform, null)","(hexane, null)","(chloroform+isopropanol, 0.6667000000000001)","(diethyl ether, null)","(unknown, null)"
['1-124-CAS-279915'],"(chloroform, null)","(hexane, null)","(chloroform+isopropanol, 0.6667000000000001)","(diethyl ether, null)","(unknown, null)"
['1-124-CAS-278288'],"(chloroform, null)","(hexane, null)","(chloroform+isopropanol, 0.6667000000000001)","(diethyl ether, null)","(unknown, null)"
['1-124-CAS-324298'],"(hexane, null)","(methanol, null); (hexane, null)",,"(hexane, null); (ethyl acetate+hexane, 0.9); (methanol, null)",
['1-124-CAS-278467'],,"(methanol, null); (water, null)",,"(methanol, null)","(acetonitrile, null)"
['1-124-CAS-278461'],,"(methanol, null); (water, null)",,"(methanol, null)","(acetonitrile, null)"
['1-124-CAS-317648'],,"(water, null)","(water, null)","(ethanol, null)",
['1-124-CAS-343387'],"(water, null)","(methanol, null); (water, null)","(methanol+water, 0.9)","(methanol, null)",
['1-124-CAS-343786'],"(methanol, null)","(methanol, null); (water, null)","(dichloromethane, null)","(acetic acid+ethyl acetate, 0.95)",
['1-124-CAS-278095'],"(methanol, null)",,"(unknown, null)","(acetonitrile+methanol, 0.5)",
['1-124-CAS-343750'],,"(methanol, null); (water, null)","(methanol+water, 0.2)","(methanol, null)","(acetonitrile+water, 0.02)"
['1-124-CAS-343525'],,,"(methanol+water, 0.4)","(acetic acid+methanol, 0.9)","(acetone, null)"
['1-124-CAS-282086'],"(unknown, null)","(water, null); (ethanol, null); (methanol+water, 0.5)","(methanol+water, 0.6)","(ethanol, null)",
['1-124-CAS-280105'],,"(methanol, null); (water, null)","(water, null); (ethanol+water, 0.96); (methanol, null)","(methanol, null); (ethyl acetate, null)","(formic acid+water, 0.996)"
['1-124-CAS-343519'],,"(acetonitrile, null); (water, null)","(water, null); (ethanol+water, 0.05)","(acetonitrile+ethanol, 0.5)","(acetonitrile+water, 0.8)"
['1-124-CAS-280716'],"(water, null)","(methanol, null); (water, null)","(methanol, null)","(methanol, null)",
['1-124-CAS-278740'],,"(methanol, null); (water, null)","(water, null); (ethanol+water, 0.96); (methanol, null)","(methanol, null)","(formic acid+water, 0.996)"
['1-124-CAS-284972'],,"(methanol, null); (water, null)","(water, null)","(sodium acetate, null)",
['1-124-CAS-319384'],"(dichloromethane, null)","(hexane, null)",,"(dichloromethane+hexane, 0.5)","(unknown, null)"
['1-124-CAS-344059'],,"(methanol, null); (water, null)","(water, null); (methanol, null)","(methanol, null)","(water, null)"
['1-124-CAS-283179'],,"(acetonitrile, null); (water, null)","(water, null)","(acetonitrile+water, 0.8)","(unknown, null)"
['1-124-CAS-280494'],"(acetonitrile, null)",,"(water, null)","(methanol+water, 0.9924812030075187)","(methanol, null)"
['1-124-CAS-283349'],,"(methanol, null); (methanol+water, 0.75)","(methanol, null); (methanol+water, 0.75)","(methanol, null)","(acetonitrile+water, 0.3)"
['1-124-CAS-283978'],"(toluene, null)","(petroleum ether, null)",,"(diethyl ether+petroleum ether, 0.7); (diethyl ether+petroleum ether, 0.7)",
['1-124-CAS-279389'],"(toluene, null)","(petroleum ether, null)",,"(diethyl ether+petroleum ether, 0.7); (diethyl ether+petroleum ether, 0.7)",
['1-124-CAS-283816'],"(hexane, null)","(methanol, null); (water, null)","(water, null)","(methanol, null)",
['1-124-CAS-282288'],"(hexane, null)","(dichloromethane, null); (hexane, null)",,"(dichloromethane+hexane, 0.7)","(acetonitrile, null)"
['1-124-CAS-325679'],"(methanol+water, 0.7463)",,"(ethanol+water, 0.75)",,"(ethyl acetate, null)"
['1-124-CAS-310351'],"(hexane, null); (petroleum ether, null); (petroleum ether, null)",,,"(diethyl ether+petroleum ether, null); (diethyl ether+petroleum ether, null); (acetone, null); (acetone, null)","(acetone, null)"
['1-124-CAS-282726'],,,"(water, null); (water, null); (water, null); (water, null); (diethyl ether, null)","(ethyl acetate, null); (ethyl acetate, null)","(unknown, null)"
['1-124-CAS-284783'],,,"(water, null); (water, null); (diethyl ether, null)","(ethyl acetate, null); (ethyl acetate, null)","(unknown, null)"
['1-124-CAS-343777'],,"(acetonitrile, null); (acetonitrile+water, 0.75)","(acetone, null); (methanol+toluene, 0.9090909090909091)",,"(methanol+water, 0.3)"
['1-124-CAS-318068'],"(water, 0.2); (water, null)","(methanol, null); (unknown, 0.5); (hydrochloric acid, null); (methanol, null); (water, null)","(water, null)","(water, null); (hydrochloric acid, null)","(unknown, null)"
['1-124-CAS-322384'],"(acetone+acetonitrile, 0.6); (hexane, null)","(dichloromethane, null); (hexane, null)","(hexane, null); (dichloromethane+hexane, 0.95)","(dichloromethane+hexane, 0.33)","(dichloromethane, null)"
['1-124-CAS-320043'],"(water, 0.2)","(methanol, null); (unknown, 0.5); (hydrochloric acid, null); (methanol, null); (water, null)","(water, null)","(water, null); (hydrochloric acid, null)","(formic acid, null)"
['1-124-CAS-323061'],"(unknown, null)","(methanol, null); (methanol, null); (water, null); (water, null)","(water, null); (water, null)","(methanol, null)",
['1-124-CAS-339046'],,"(ethyl acetate, null); (methanol, null); (methanol, null); (acetic acid+methanol, 0.95); (acetic acid+methanol, 0.95)","(acetic acid+methanol, 0.95); (acetic acid+methanol, 0.95)","(methanol, null); (ethyl acetate, null)","(methanol, null)"
['1-124-CAS-335750'],,"(ethyl acetate, null); (methanol, null); (methanol, null); (acetic acid+methanol, 0.95); (acetic acid+methanol, 0.95)","(acetic acid+methanol, 0.95); (acetic acid+methanol, 0.95)","(methanol, null); (ethyl acetate, null)","(methanol, null)"
['1-124-CAS-275545'],"(acetonitrile+toluene, 0.75)",,,"(acetonitrile+toluene, 0.75)","(acetonitrile+water, 0.6)"
['1-124-CAS-276737'],"(unknown, null)","(methanol, null); (water, null)","(hexane, null)","(methanol, null)","(unknown, null)"
['1-124-CAS-277799'],"(unknown, null)",,"(water, null)","(acetic acid+methanol, 0.9)",
['1-124-CAS-275785'],"(unknown, null)","(methanol, null); (water, null)",,"(acetone, null)",
['1-124-CAS-276165'],"(unknown, null)","(methanol, null); (water, null)","(ethyl acetate, null)","(acetic acid+methanol, 0.15)","(unknown, null)"
['1-124-CAS-276547'],"(unknown, null)","(methanol, null); (water, null)","(hexane, null)","(acetic acid+methanol, 0.15)","(unknown, null)"
['1-124-CAS-276995'],"(unknown, null)","(methanol, null); (water, null)","(acetone, null)","(acetic acid+methanol, 0.15)","(unknown, null)"
['1-124-CAS-276322'],"(unknown, null)","(methanol, null); (water, null)","(hexane, null)","(acetic acid+methanol, 0.15)","(unknown, null)"
['1-124-CAS-277784'],"(cyclohexane, null)","(cyclohexane, null)",,"(cyclohexane, null); (cyclohexane, null); (cyclohexane, null)","(cyclohexane, null)"
['1-124-CAS-275892'],"(cyclohexane, null)","(cyclohexane, null)",,"(cyclohexane, null); (cyclohexane, null); (cyclohexane, null)","(cyclohexane, null)"
['1-124-CAS-277721'],"(unknown, null)","(methanol, null); (water, null)","(hexane, null)","(acetic acid+ethyl acetate, 0.15)","(unknown, null)"
['1-124-CAS-275921'],"(acetonitrile, null)","(acetone+toluene, 0.75)",,"(acetone+toluene, null)","(acetone, null)"
['1-124-CAS-275990'],"(water, null)","(methanol, null); (water, null)",,"(isopropanol, null)",
['1-124-CAS-275198'],"(water, null)","(methanol, null); (water, null)",,"(isopropanol, null)",
['1-124-CAS-276754'],"(unknown, null)","(methanol, null); (water, null)","(hexane, null)","(acetic acid+acetonitrile, 0.15)","(unknown, null)"
['1-124-CAS-276767'],"(water, null)",,"(water, null)","(methanol, null)",
['1-124-CAS-276856'],"(unknown, null)","(methanol, null); (water, null)",,"(acetonitrile, null)",
['1-124-CAS-277264'],"(unknown, null)","(methanol, null); (water, null)","(hexane, null)","(acetic acid+acetone, 0.15)","(unknown, null)"
['1-124-CAS-276713'],"(unknown, null)",,"(unknown, null)","(acetonitrile+methanol, 0.5)",
['1-124-CAS-276697'],"(unknown, null)","(methanol, null); (water, null)","(ethanol, null)","(acetic acid+methanol, 0.15)","(unknown, null)"
['1-124-CAS-274761'],"(unknown, null)","(methanol, null); (water, null)","(hexane, null)","(acetic acid+methanol, 0.15)","(unknown, null)"
['1-124-CAS-277713'],"(methanol, null)","(methanol, null); (water, null)","(water, null)","(methanol, null)","(water, null)"
['1-124-CAS-277163'],"(methanol, null)","(methanol, null)",,,"(methanol, null)"
['1-124-CAS-277772'],"(water, null)","(unknown, null); (unknown, null)","(unknown, null); (unknown, null)","(unknown, null)",
['1-124-CAS-275170'],"(unknown, null)","(methanol, null); (water, null)",,"(methanol, null)",
['1-124-CAS-274763'],"(water, null)",,"(water, null); (water, null); (water, null)","(methanol, null)",
['1-124-CAS-277595'],"(methanol, null)",,"(water, null)","(acetonitrile+methanol, 0.5)",
['1-124-CAS-275047'],"(methanol, null)",,"(water, null)","(acetonitrile+methanol, 0.5)",
['1-124-CAS-276798'],,"(hexane, null)",,"(dichloromethane+hexane, 0.5)","(hexane, null)"
['1-124-CAS-277832'],,"(hexane, null)",,"(dichloromethane+hexane, 0.5)","(hexane, null)"
['1-124-CAS-276044'],,"(methanol, null); (water, null)","(acetonitrile, null)","(acetic acid+methanol, 0.15)","(unknown, null)"
['1-124-CAS-275628'],,"(methanol, null); (water, null)","(hexane, null)","(acetic acid+methanol, 0.15)",
['1-124-CAS-275745'],,"(hexane, null)",,"(dichloromethane+hexane, 0.5)","(hexane, null)"
['1-124-CAS-274807'],,"(hexane, null)",,"(dichloromethane+hexane, 0.5)","(hexane, null)"
['1-124-CAS-274493'],"(unknown, null)","(methanol, null); (acetonitrile, null); (water, null)","(water, null); (acetonitrile+water, 0.6)","(methanol, null); (acetonitrile, null)","(methanol, null)"
['1-124-CAS-276338'],"(water, null)","(methanol, null); (water, null)","(water, null)","(methanol, null)","(water, null)"
['1-124-CAS-276024'],"(methanol, null)",,"(unknown, null)","(acetonitrile+methanol, 0.5)",
['1-124-CAS-274941'],,"(hexane, null)",,"(dichloromethane+hexane, 0.5)","(hexane, null)"
['1-124-CAS-275809'],,"(methanol, null); (water, null)","(water, null); (water, null)","(methanol, null)","(water, null)"
['1-124-CAS-277630'],,"(hexane, null)",,"(dichloromethane+hexane, 0.5)","(hexane, null)"
['1-124-CAS-277582'],,"(methanol, null); (water, null)","(water, null)","(methanol, null)",
['1-124-CAS-276615'],,"(ethyl acetate, null); (water, null); (acetonitrile, null); (water, null)","(water, null); (acetonitrile, null)","(methanol, null)",
['1-124-CAS-276220'],,"(methanol, null); (water, null)","(water, null); (water, null)","(acetonitrile+water, 0.8)","(water, null)"
['1-124-CAS-275117'],"(ethyl acetate, null)","(water, null); (water, null); (methanol, null); (methanol, null); (water, null)","(methanol+water, 0.6); (water, null)","(unknown, null); (methanol, 0.9)","(methanol, null)"
['1-124-CAS-276894'],,"(ethyl acetate, null); (water, null); (acetonitrile, null); (water, null)","(water, null); (acetonitrile, null)","(methanol, 0.01)",
['1-124-CAS-275096'],,"(hexane, null)",,"(dichloromethane+hexane, 0.5)","(hexane, null)"
['1-124-CAS-270674'],"(unknown, null)","(methanol, null); (water, null)","(methanol+water, 0.2)","(water, null)",
['1-101-CAS-274266'],"(unknown, null)","(methanol, null); (water, null)","(methanol+water, 0.2)","(water, null)",
['1-124-CAS-273351'],"(hexane, null)","(isopropanol, null); (hexane, null)","(hexane, null)","(methanol, null)","(hexane, null)"
['1-124-CAS-272191'],"(hexane, null)","(hexane, null)",,"(hexane, null)",
['1-124-CAS-270851'],"(acetonitrile, null)",,"(acetonitrile, null)","(methanol, null)","(acetonitrile, null)"
['1-124-CAS-273716'],"(acetonitrile, null)","(methanol, null); (acetonitrile, null)","(acetonitrile, null)","(methanol, null)","(unknown, 0.7)"
['1-124-CAS-269789'],,"(methanol, null); (acetonitrile, null); (acetone, null); (water, null)",,"(acetone+acetonitrile, null)","(acetonitrile+water, 0.2)"
['1-124-CAS-273852'],,"(methanol, null); (acetonitrile, null); (acetone, null); (water, null)",,"(acetonitrile, null)","(acetonitrile+water, 0.2)"
['1-124-CAS-271116'],,"(methanol, null); (acetonitrile, null); (acetone, null); (water, null)",,"(acetonitrile, null)","(acetonitrile+water, 0.2)"
['1-124-CAS-270608'],,"(methanol, null); (acetonitrile, null); (acetone, null); (water, null)",,"(acetonitrile, null)","(acetonitrile+water, 0.2)"
['1-124-CAS-269879'],,"(methanol, null); (acetonitrile, null); (acetone, null); (water, null)",,"(acetonitrile, null)","(acetonitrile+water, 0.2)"
['1-124-CAS-269548'],,"(methanol, null); (acetonitrile, null); (acetone, null); (water, null)",,"(acetone, null)","(acetonitrile+water, 0.2)"
['1-124-CAS-274004'],"(unknown, null)","(methanol, null); (methanol+water, 0.75); (methanol+water, 0.75); (methanol, null)",,"(acetic acid+methanol, 0.95)","(acetonitrile+water, 0.5)"
['1-124-CAS-268888'],"(acetonitrile, null)","(acetonitrile, null)","(acetonitrile, null)","(methanol, null)","(acetonitrile, null)"
['1-122-CAS-276253'],"(methanol+water, 0.2)",,"(water, null); (hexane, null)","(ammonium formate, null)","(methanol, null)"
['1-122-CAS-276068'],"(methanol+water, 0.2)",,"(water, null); (hexane, null)","(ammonium formate, null)","(methanol, null)"
['1-122-CAS-275177'],"(methanol+water, 0.2)",,"(water, null); (hexane, null)","(ammonium formate, null)","(methanol, null)"
['1-124-CAS-273589'],,"(methanol, null); (acetonitrile, null); (acetone, null); (water, null)",,"(acetonitrile, null)","(acetonitrile+water, 0.2)"
['1-124-CAS-271091'],,"(methanol, null); (acetonitrile, null); (acetone, null); (water, null)",,"(acetonitrile, null)","(acetonitrile+water, 0.2)"
['1-124-CAS-273506'],,"(methanol, null); (acetonitrile, null); (acetone, null); (water, null)",,"(acetonitrile, null)","(acetonitrile+water, 0.2)"
['1-124-CAS-273544'],,"(methanol, null); (acetonitrile, null); (acetone, null); (water, null)",,"(methanol, null)","(acetonitrile+water, 0.2)"
['1-124-CAS-273516'],,"(methanol, null); (acetonitrile, null); (acetone, null); (water, null)",,"(acetonitrile, null)","(acetonitrile+water, 0.2)"
['1-124-CAS-273459'],"(hydrochloric acid, null)","(methanol, null); (hydrochloric acid, null)","(water, null); (methanol, null)","(ammonium hydroxide, null)","(hydrochloric acid, null)"
['1-124-CAS-272193'],"(hydrochloric acid, null)","(methanol, null); (hydrochloric acid, null)","(water, null); (methanol, null)","(ammonium hydroxide, null)","(hydrochloric acid, null)"
['1-124-CAS-271629'],"(acetonitrile, null)",,"(acetonitrile, null)","(methanol, null)","(acetonitrile, null)"
['1-124-CAS-270494'],,"(acetonitrile, null); (acetonitrile+water, 0.1)",,"(acetonitrile+water, 0.1)","(acetonitrile+water, 0.1)"
['1-124-CAS-269967'],"(unknown, null)","(unknown, null)",,"(nitric acid+water, null)",
['1-124-CAS-272021'],"(water, null)","(unknown, null)",,"(nitric acid+water, null)",
['1-124-CAS-273919'],"(acetonitrile, null)",,"(acetonitrile, null)",,"(unknown, null)"
['1-124-CAS-271057'],,"(methanol, null); (water, null); (ammonium acetate, null)","(hydrochloric acid, null)","(methanol, null)","(methanol, null)"
['1-124-CAS-271849'],"(methanol+water, 0.1)","(methanol, null); (water, null)","(water, null)","(methanol, null); (methanol, null)",
['1-124-CAS-271293'],,,"(water, null); (methanol, null); (water, null)","(acetic acid+acetonitrile, 0.8)","(methanol, null)"
['1-124-CAS-272976'],,"(methanol, null); (water, null)","(methanol+water, 0.05); (methanol, null)","(methanol, null)","(methanol, null)"
['1-124-CAS-274303'],"(acetonitrile, null)","(acetonitrile, null); (acetonitrile, null)",,"(acetonitrile, null)","(acetonitrile, null)"
['1-124-CAS-268774'],"(acetonitrile, null)","(acetonitrile, null); (acetonitrile, null)",,"(acetonitrile, null)","(acetonitrile, null)"
['1-124-CAS-274055'],"(water, null)","(methanol, null); (water, null)","(water, null)","(methanol, null)","(methanol+water, 0.1)"
['1-124-CAS-270220'],"(methanol+water, 0.5)","(methanol, null); (methanol+water, 0.5)","(methanol+water, 0.5)","(methanol+water, 0.8)","(acetonitrile+water, 0.3)"
['1-124-CAS-273787'],"(acetonitrile, 0.75)","(methanol, null); (methanol, null); (unknown, null); (unknown, null)","(unknown, null)","(acetonitrile, null); (methanol, null); (methanol, null); (methanol, null)","(methanol, null)"
['1-123-CAS-349220'],,"(hexane, null)","(diethyl ether, null)","(chloroform+isopropanol, 0.667); (diethyl ether, null)","(chloroform+methanol, 0.8)"
['1-124-CAS-269970'],,"(methanol, null); (water, null); (water, null)","(water, null)","(methanol, null)","(methanol, null)"
['1-124-CAS-268855'],,"(methanol, null); (water, null); (water, null)","(water, null)","(methanol, null)","(methanol, null)"
['1-124-CAS-271021'],"(methanol+water, 0.09)","(methanol, null); (water, null)","(water, null)","(methanol, 0.09); (methanol, 0.09)",
['1-124-CAS-269887'],,"(methanol, null); (water, null)","(water, null); (methanol, null)","(ammonium hydroxide+isopropanol, 0.058823529411764705)","(methanol, null)"
['1-124-CAS-273181'],"(formic acid+methanol, 9.99900009999e-05)","(methanol, null); (water, null)","(water, null); (methanol, null)","(ethanol, 0.05)","(unknown, null)"
['1-124-CAS-272461'],"(formic acid+methanol, 9.99900009999e-05)","(methanol, null); (water, null)","(water, null); (methanol, null)","(ethanol, 0.05)","(unknown, null)"
['1-124-CAS-274006'],"(unknown, null)","(dichloromethane, null); (methanol, null); (water, null); (unknown, null); (unknown, null)","(unknown, null); (methanol, null); (dichloromethane, null)","(water, null)","(methanol, null)"
['1-124-CAS-268965'],"(acetonitrile+dichloromethane, 0.8)","(methanol, null); (water, null)","(water, null)","(methanol, null)","(methanol+water, 0.1)"
['1-124-CAS-274059'],"(water, null)",,"(ammonium acetate+methanol, 0.1)","(methanol+water, 0.6)",
['1-124-CAS-271792'],"(acetonitrile+water, 0.75)","(methanol, null); (methanol, null); (water, null); (water, null)","(unknown, null)","(acetonitrile, null); (methanol, null); (methanol, null); (methanol, null)","(methanol, null)"
['1-124-CAS-271270'],,"(methanol, null); (DMF+water, 0.33)","(DMF+water, 0.33); (water, null)","(hexane, null)","(acetonitrile, null)"
['1-124-CAS-269381'],"(acetonitrile, null)","(methanol, null); (unknown, null)","(acetonitrile, null); (methanol, null); (methanol, 0.05)","(methanol, 0.05)",
['1-124-CAS-270125'],"(hexane, null)","(isopropanol, null); (hexane, null)","(hexane, null)","(methanol, null)","(hexane, null)"
['1-123-CAS-348356'],,"(hexane, null)","(diethyl ether, null)","(chloroform+isopropanol, 0.6666666666666666); (diethyl ether, null)","(chloroform+methanol, 0.8)"
['1-124-CAS-273616'],,"(methanol, null); (water, null); (water, null)","(water, null)","(methanol, null)","(methanol, null)"
['1-124-CAS-272871'],,"(methanol, null); (water, null); (water, null)","(water, null)","(methanol, null)","(methanol, null)"
['1-123-CAS-353193'],"(acetonitrile, null)","(acetonitrile, null)","(acetone+water, 0.1); (acetone, null)","(acetone+formic acid, 0.01)",
['1-123-CAS-351995'],"(acetonitrile, null)","(acetonitrile, null)","(acetone+water, 0.1); (acetone, null)","(acetone+formic acid, 0.01)",
['1-124-CAS-271160'],"(ammonium acetate+methanol, 0.9)","(water, null); (methanol, null); (water, null); (ammonium acetate+methanol, 0.9)","(ammonium acetate+methanol, 0.9)","(methanol+water, 0.6)",
['1-124-CAS-268876'],"(water, 0.025)","(unknown, null)","(unknown, null)","(hydrochloric acid+water, null)","(sodium hydroxide+water, null)"
['1-120-CAS-433925'],,"(acetonitrile, null)",,"(acetonitrile, null)","(ethyl acetate, null)"
['1-121-CAS-280854'],"(methanol, null)","(methanol, null)","(methanol+water, 0.4)","(acetonitrile, null); (acetic acid+methanol, 0.8)","(methanol, null)"
['1-120-CAS-351591'],"(methanol+water, 0.01)","(methanol, null); (water, null)",,"(methanol+water, 0.99)","(methanol, null)"
['1-120-CAS-355423'],"(acetonitrile, 1.0)",,,"(dichloromethane, 1.0)","(methanol+water, 0.5)"
['1-120-CAS-273089'],,"(methanol, null); (water, null)",,"(methanol, null)","(methanol+water, 0.8)"
['1-120-CAS-271163'],,"(methanol, null); (water, null)",,"(methanol, null)","(methanol+water, 0.8)"
['1-120-CAS-348870'],,"(methanol, null); (water, null)",,"(methanol, null)","(methanol+water, 0.7)"
['1-120-CAS-345617'],,"(methanol, null); (water, null)",,"(methanol, null)","(methanol+water, 0.7)"
['1-120-CAS-367355'],,"(methanol, null); (ethyl acetate+methanol, 0.9); (hexane, null)","(hexane, null)","(ethyl acetate+methanol, 0.9)","(methanol+water, 0.7)"
['1-120-CAS-269950'],,"(methanol, null); (water, null)","(methanol+water, 0.05)","(methanol, null)",
['1-120-CAS-272134'],"(dichloromethane+hexane, 0.5)","(acetone, null); (dichloromethane+hexane, 0.5)",,"(dichloromethane+hexane, 0.5)","(unknown, null)"
['1-120-CAS-360014'],,"(methanol, null); (ethyl acetate+methanol, 0.9); (hexane, null)","(hexane, null)","(ethyl acetate+methanol, 0.9)","(methanol+water, 0.6)"
['1-120-CAS-338256'],,"(methanol, null); (water, null)","(methanol+water, 0.4)","(methanol, null)",
['1-120-CAS-276319'],"(water, null)",,,"(acetone+methanol, 0.5); (ammonia+methanol, 0.97)","(methanol+water, 0.5)"
['1-121-CAS-281170'],"(methanol, null)","(methanol, null)","(methanol+water, 0.4)","(acetonitrile, null); (acetic acid+methanol, 0.8)","(methanol, null)"
['1-120-CAS-355265'],"(methanol+water, 0.5)","(methanol, null); (acetonitrile, null); (water, null)","(water, null); (acetonitrile+water, 0.4)","(methanol, null)","(water, null)"
['1-120-CAS-276668'],"(water, null)","(methanol, null); (water, null)",,"(methanol, null)","(water, null)"
['1-120-CAS-275276'],"(water, null)","(methanol, null); (water, null)",,"(methanol, null)","(water, null)"
['1-120-CAS-269391'],,"(methanol, null); (water, null)","(methanol+water, 0.05)","(acetonitrile, null)",
['1-120-CAS-284599'],"(water, null)","(methanol, null); (methanol, null); (water, null)","(ammonium acetate, null)","(methanol, null); (methanol, null)",
['1-120-CAS-352054'],,"(hexane, null)",,"(acetone+hexane, 0.8)","(hexane, null)"
['1-120-CAS-353938'],"(water, null)","(methanol, null); (water, null)","(methanol+water, 0.1)","(methanol, null)","(acetonitrile+water, 0.5)"
['1-120-CAS-349526'],"(water, null)","(methanol, null); (water, null)","(methanol+water, 0.1)","(methanol, null)","(acetonitrile+water, 0.5)"
['1-120-CAS-360735'],,"(methanol, null); (unknown, null)",,"(methanol+water, 0.99)","(methanol, null)"
['1-120-CAS-276908'],"(hexane, null)","(hexane, null)",,"(hexane, null); (benzene, null)",
['1-120-CAS-310049'],"(dichloromethane, null)","(hexane, null)",,"(hexane, null); (dichloromethane+hexane, 0.4)",
['1-120-CAS-309219'],"(dichloromethane, null)","(hexane, null)",,"(hexane, null); (dichloromethane+hexane, 0.4)",
['1-120-CAS-307301'],"(dichloromethane, null)","(hexane, null)",,"(hexane, null); (dichloromethane+hexane, 0.4)",
['1-120-CAS-275728'],,"(methanol, null); (water, null)",,"(ethyl acetate, null); (toluene, null); (acetonitrile, null)","(acetonitrile, null)"
['1-120-CAS-275235'],,"(methanol, null); (water, null)",,"(ethyl acetate, null); (toluene, null); (acetonitrile, null)","(acetonitrile, null)"
['1-120-CAS-426422'],,"(dichloromethane, null)",,"(hexane, null); (dichloromethane+hexane, 0.3)","(hexane, null)"
['1-120-CAS-417221'],,"(methanol, null); (methanol, null); (methanol, null)",,"(methanol, null); (methanol, null); (methanol, null); (methanol, null)","(methanol, null)"
['1-120-CAS-274376'],,"(methanol, null); (water, null)","(methanol+water, 0.05)","(ethyl acetate, null)",
['1-120-CAS-365424'],"(methanol, null)","(methanol, null)",,"(methanol, null)",
['1-120-CAS-367167'],"(acetonitrile, 0.9)","(acetonitrile, null); (acetonitrile+ammonium hydroxide, 0.7368421052631579); (acetonitrile, 0.9)","(acetonitrile, 0.9); (acetonitrile, 0.9)","(acetonitrile+ammonium hydroxide, 0.7368421052631579); (acetonitrile+ammonium hydroxide, 0.7368421052631579); (acetonitrile+ammonium hydroxide, 0.7368421052631579)","(methanol, 0.7)"
['1-120-CAS-366862'],"(acetonitrile, 0.9)","(acetonitrile, null); (acetonitrile+ammonium hydroxide, 0.7368421052631579); (acetonitrile, 0.9)","(acetonitrile, 0.9); (acetonitrile, 0.9)","(acetonitrile+ammonium hydroxide, 0.7368421052631579); (acetonitrile+ammonium hydroxide, 0.7368421052631579); (acetonitrile+ammonium hydroxide, 0.7368421052631579)","(methanol, 0.7)"
['1-120-CAS-281948'],"(methanol+water, 0.047599999999999996)","(methanol, null); (methanol, null); (water, null)","(water, null)","(methanol, null)",
['1-120-CAS-276674'],,"(methanol, null); (water, null)",,"(ethyl acetate, null); (toluene, null); (acetonitrile, null)","(acetonitrile, null)"
['1-120-CAS-274166'],,"(methanol, null); (water, null)","(methanol+water, 0.05)","(hexane, null)",
['1-120-CAS-344759'],"(unknown, null)","(methanol, null); (unknown, null)",,"(methanol, null)",
['1-120-CAS-274937'],,"(methanol, null); (methanol, null); (water, null)","(unknown, null); (methanol, null)","(ethyl acetate, null); (methanol, null); (methanol, null)","(methanol+water, 0.85)"
['1-120-CAS-369036'],"(water, null)","(methanol+water, null); (water, null)","(water, null)","(methanol+water, null); (methanol+water, null)",
['1-120-CAS-368473'],"(hydrochloric acid+nitric acid, null)",,"(hydrochloric acid+nitric acid, null); (hydrochloric acid+nitric acid, null); (hydrochloric acid, null); (hydrochloric acid, null); (ammonium hydroxide, null); (ammonium hydroxide, null)","(nitric acid, null); (nitric acid, null); (nitric acid, null); (nitric acid, null)",
['1-120-CAS-279257'],"(unknown, null)","(methanol, null); (water, null)","(water, null)","(methanol, null)",
['1-120-CAS-358566'],"(hydrochloric acid+nitric acid, null)",,"(hydrochloric acid+nitric acid, null); (hydrochloric acid+nitric acid, null); (hydrochloric acid, null); (hydrochloric acid, null); (ammonium hydroxide, 0.05); (ammonium hydroxide, 0.05)","(nitric acid, null); (nitric acid, null); (nitric acid, null); (nitric acid, null)",
['1-120-CAS-280591'],"(MTBE, null)","(methanol, null); (MTBE, null); (methanol, null); (methanol, null); (methanol, null)","(MTBE, null); (MTBE+methanol, 0.3); (methanol, null); (methanol, null); (methanol, null)",,
['1-120-CAS-282824'],"(ammonium hydroxide+methanol, 0.047619047619047616)","(methanol, null); (water, null)","(water, null)","(methanol, 0.06)",
['1-104-CAS-364596'],"(unknown, null)","(water, null)","(water, null)","(EDTA, null)",
['1-104-CAS-357755'],"(unknown, null)","(water, null)","(water, null)","(EDTA, null)",
['1-104-CAS-356257'],"(unknown, null)","(water, null)","(water, null)","(EDTA, null)",
['1-104-CAS-345473'],"(acetic acid, null)",,"(water, null)","(phosphate, null)",
['1-104-CAS-426086'],"(water, null)",,"(water, null)","(nitric acid+water, null)",
['1-119-CAS-282261'],"(water, null)",,"(water, null)","(sulfuric acid, null)",
['1-119-CAS-283892'],"(water, null)",,"(water, null)","(perchloric acid, null)",
['1-119-CAS-278315'],"(water, null)",,"(water, null)","(hydrochloric acid, null)",
['1-104-CAS-351574'],"(phosphate+water, 0.9259999999999999)","(phosphate, null)",,"(methanol, null)",
['1-104-CAS-349176'],"(acetic acid, null)",,"(water, null)","(EDTA, null)",
['1-104-CAS-345275'],"(acetic acid, null)",,"(water, null)","(hydrochloric acid, null)",
['1-104-CAS-347334'],"(acetic acid, null)",,"(water, null)","(sulfuric acid, null)",
['1-104-CAS-352380'],"(phosphate+water, 0.9259999999999999)","(phosphate, null)",,"(ethanol, null)",
['1-104-CAS-350287'],"(phosphate+water, 0.9259999999999999)","(phosphate, null)",,"(ethanol, null)",
