CasMp,Sample loading,Condition,Wash,Elute,Reconstitute
['1-124-CAS-3178192'],acetonitrile+water,acetic acid+methanol; methanol; water,acetonitrile+phosphate,methanol,unknown
['1-120-CAS-3196920'],,methanol; water,water,methanol,formic acid+water
['1-120-CAS-3193714'],,methanol; water,water,methanol,formic acid+water
['1-120-CAS-3193352'],,methanol; water,water,methanol,formic acid+water
['1-120-CAS-3191777'],,methanol; water,water,methanol,formic acid+water
['1-120-CAS-3191751'],,methanol; water,water,methanol,formic acid+water
['1-120-CAS-3190980'],,methanol; water,water,methanol,formic acid+water
['1-120-CAS-3190315'],,methanol; water,water,methanol,formic acid+water
['1-120-CAS-3187813'],,methanol; water,water,methanol,formic acid+water
['1-120-CAS-3187065'],,methanol; water,water,methanol,formic acid+water
['1-120-CAS-3186956'],,methanol; water,water,methanol,formic acid+water
['1-118-CAS-3189133'],water,methanol; water,,dichloromethane+ethyl acetate,hexane
['1-132-CAS-3228376'],cyclohexane,cyclohexane,,cyclohexane,
['1-124-CAS-3194826'],phosphate,,,acetonitrile,
['1-131-CAS-3191100'],water,methanol; water,water,methanol,
['1-142-CAS-3179745'],water,,water,nitric acid,
['1-124-CAS-3188087'],,,,acetonitrile+hexane; ethyl acetate,cyclohexane
['1-120-CAS-3229645'],acetonitrile+methanol,,,,
['1-134-CAS-3178874'],acetonitrile+water,,,methanol,water
['1-124-CAS-3177703'],unknown,methanol; water,acetonitrile+water,methanol,
['1-124-CAS-3192027'],water,methanol; water,water,methanol,methanol+water
['1-134-CAS-3222464'],water,methanol; water,water,dichloromethane,
['1-142-CAS-3192972'],,,,water,
['1-124-CAS-3184436'],water,methanol; water,water,methanol,
['1-125-CAS-3193761'],phosphate,methanol; water; phosphate,water; phosphate; methanol,ammonium hydroxide+ethyl acetate,ethyl acetate
['1-134-CAS-3177440'],water,acetic acid+methanol; methanol; water,acetonitrile+phosphate,methanol,unknown
['1-124-CAS-3195290'],water,,,acetonitrile+water,
['1-124-CAS-3197033'],acetonitrile,,,,water
['1-124-CAS-3196989'],acetonitrile,,,,water
['1-134-CAS-3178443'],water,acetonitrile+water; water,acetonitrile+water,,acetonitrile
['1-124-CAS-3222348'],ethyl acetate,ethyl acetate,ethyl acetate,methanol,water
['1-134-CAS-3195994'],formic acid+water,,,dichloromethane+hexane,
['1-134-CAS-3178335'],water,acetic acid+methanol; methanol; water,acetonitrile+phosphate,methanol,unknown
['1-134-CAS-3186295'],formic acid+water,,,hexane,
['1-142-CAS-3188181'],,,,water,
['1-119-CAS-3189327'],,unknown,unknown,hydrochloric acid,
['1-119-CAS-3195247'],,unknown,unknown,hydrochloric acid,
['1-119-CAS-3188096'],,unknown,unknown,hydrochloric acid,
['1-142-CAS-3192687'],water,,,hydrochloric acid,
['1-134-CAS-3189881'],water,dichloromethane; methanol; water,,dichloromethane,cyclohexane
['1-125-CAS-3190970'],phosphate,methanol; water; phosphate,water; phosphate; methanol,unknown,
['1-103-CAS-3226353'],,,,,
['1-125-CAS-3177683'],,methanol; water,methanol+water; acetic acid,acetone+ethyl acetate,methanol+water
['1-142-CAS-3177597'],water,hydrochloric acid; water,water,nitric acid+water,
['1-134-CAS-3183352'],water,acetic acid+methanol; methanol; water,acetonitrile+phosphate,methanol,unknown
['1-134-CAS-3177778'],water,acetic acid+methanol; methanol; water,acetonitrile+phosphate,methanol,unknown
['1-124-CAS-3197037'],,,water,acetonitrile+methanol; water,
['1-134-CAS-3224452'],water,methanol; water,water,dichloromethane,
['1-124-CAS-3194840'],unknown,water; ammonia,methanol+water,dichloromethane,ammonia
['1-124-CAS-3188183'],acetone+methanol; water,methanol; water,water,methanol,methanol+water
['1-120-CAS-3193123'],,dichloromethane+methanol; methanol; water,water; methanol,dichloromethane+methanol,acetonitrile+methanol
['1-124-CAS-3183765'],acetonitrile+water,acetic acid+methanol; methanol; water,acetonitrile+phosphate,methanol,
['1-124-CAS-3186328'],acetone+methanol; water,methanol; water,water,methanol,methanol+water
['1-134-CAS-3191045'],water,dichloromethane; methanol; water,,dichloromethane,cyclohexane
['1-134-CAS-3186598'],formic acid+water,,,ethyl acetate+hexane,
['1-124-CAS-3228212'],,hexane,,dichloromethane+hexane,acetonitrile
['1-120-CAS-3195895'],,methanol; water,water,methanol,formic acid+water
['1-120-CAS-3195552'],,methanol; water,water,methanol,formic acid+water
['1-120-CAS-3194981'],,methanol; water,water,methanol,formic acid+water
['1-120-CAS-3191904'],,methanol; water,water,methanol,formic acid+water
['1-124-CAS-3190023'],hexane; dichloromethane,hexane,hexane; dichloromethane,diethyl ether,dichloromethane
['1-124-CAS-3180788'],acetonitrile+water,acetic acid+methanol; methanol; water,acetonitrile+phosphate,methanol,unknown
['1-124-CAS-3224193'],dichloromethane,,dichloromethane; methanol+water; water,ammonium acetate; methanol,methanol
['1-123-CAS-3195647'],water,methanol; water,water; hexane,ammonium hydroxide+methanol,water
['1-123-CAS-3188634'],water,methanol; water,water; hexane,ammonium hydroxide+methanol,water
['1-124-CAS-3226733'],dichloromethane,,dichloromethane; methanol+water; water,ammonium acetate; methanol,methanol
['1-124-CAS-3222683'],dichloromethane,,dichloromethane; methanol+water; water,ammonium acetate; methanol,methanol
['1-143-CAS-249299'],,,,,
['1-143-CAS-235266'],water,acetone; water,water,acetone,water
['1-143-CAS-213547'],water,acetone; water,water,acetone,water
['1-143-CAS-244015'],,,,MTBE+methanol,methanol
['1-143-CAS-240160'],,,,MTBE+methanol,methanol
['1-143-CAS-214420'],,,,MTBE+methanol,methanol
['2-114-CAS-134682'],water,,,methanol+water; methanol,ethanol+water
['1-101-CAS-3186894'],,,,ethyl acetate,methanol
['2-114-CAS-160536'],water,,,acetic acid+methanol,
['2-141-CAS-127830'],methanol+water,,water,methanol,water
['1-143-CAS-222607'],water,,,MTBE+methanol,methanol
['1-143-CAS-218154'],water,,,MTBE+methanol,methanol
['1-143-CAS-318654'],water,,,acetone+methanol,unknown
['1-143-CAS-221186'],,acetonitrile; water,,acetonitrile,acetonitrile+water
['1-101-CAS-3228761'],methanol+water,methanol; methanol+water,,methanol+water,
['1-143-CAS-217345'],,,,,
['1-143-CAS-254888'],water,methanol; water,,methanol,
['1-143-CAS-244060'],,acetonitrile; water,,acetonitrile,acetonitrile+water
['1-101-CAS-3187661'],water,methanol; water,water,methanol,methanol+water
['1-143-CAS-259264'],acetone+methanol,,,,
['1-143-CAS-235634'],,acetonitrile; water,,acetonitrile,acetonitrile+water
['2-114-CAS-134735'],water,,,methanol,
['1-143-CAS-254734'],water,methanol; water,,methanol,
['1-143-CAS-224562'],,,water,methanol+water; methanol,DMSO
['1-101-CAS-3223207'],phosphate,methanol; water,phosphate; acetonitrile,ethyl acetate+methanol,phosphate
['1-143-CAS-235033'],,,methanol+water,methanol,
['1-143-CAS-251094'],,,water,unknown,
['1-143-CAS-232103'],water,,water,hexane+methanol,unknown
['1-143-CAS-230833'],water,,water,hexane+methanol,unknown
['1-143-CAS-215457'],water,,water,hexane+methanol,unknown
['1-143-CAS-213212'],water,,water,hexane+methanol,unknown
['1-143-CAS-234936'],unknown,water; hydrochloric acid,,hydrochloric acid,
['1-101-CAS-3188891'],unknown,,,ethyl acetate,methanol
['2-114-CAS-160422'],water,acetic acid+methanol,,acetic acid+methanol,
['1-143-CAS-227494'],,,water,methanol,DMSO
['2-114-CAS-160267'],water,acetic acid+methanol,,acetic acid+methanol,
['2-114-CAS-116390'],methanol+water,,methanol+water,methanol,acetonitrile+water
['1-143-CAS-320883'],water,methanol,,methanol,methanol+water
['1-101-CAS-3195037'],unknown,,,ethyl acetate,methanol
['2-114-CAS-116531'],unknown,phosphate,phosphate,water,
['1-103-CAS-3191714'],methanol,,,,ammonium acetate
['1-143-CAS-255503'],water,methanol; water,,methanol,
['2-114-CAS-116695'],unknown,phosphate,phosphate,sodium chloride,acetone
['1-143-CAS-259161'],,unknown; methanol; water,water; methanol; unknown,unknown,acetonitrile+water
['2-114-CAS-115436'],hydrochloric acid,methanol; water,acetic acid+water,methanol,acetonitrile+water
['2-114-CAS-132682'],methanol+water,water; methanol; methanol+water,methanol+water,methanol+water,methanol
['2-114-CAS-116128'],unknown,,phosphate,unknown; acetic acid,
['2-141-CAS-134127'],unknown,methanol; water,methanol+water,methanol,methanol+water
['1-143-CAS-243781'],water,methanol; water,,methanol,acetonitrile+water
['2-114-CAS-115941'],unknown,phosphate,phosphate,unknown,
['2-114-CAS-130634'],water,methanol; water,water; methanol+water,methanol,unknown
['2-114-CAS-132825'],unknown,water; methanol; unknown,unknown,unknown,methanol
['1-101-CAS-3193449'],,,,ethyl acetate,methanol
['2-114-CAS-153936'],unknown,acetonitrile; water,acetonitrile+water,acetonitrile+water,
['2-114-CAS-151613'],unknown,acetonitrile; water,acetonitrile+water,acetonitrile+water,
['2-114-CAS-149466'],unknown,acetonitrile; water,acetonitrile+water,acetonitrile+water,
['2-141-CAS-111675'],methanol+water,,water; methanol+water,methanol,methanol+water
['2-114-CAS-114561'],,acetonitrile; water,,acetonitrile+water,
['2-141-CAS-110775'],water,methanol; water,ammonium hydroxide+water; methanol+water,methanol,methanol+water
['2-114-CAS-100635'],unknown,,water,methanol,
['2-114-CAS-85332'],unknown,,water,methanol,
['2-141-CAS-100370'],,,,unknown,acetonitrile+water
['2-114-CAS-102143'],,methanol; water,water,acetonitrile+water,
['1-143-CAS-236270'],,ethyl acetate; methanol; water,water,ethyl acetate,
['2-105-CAS-154506'],water,ethyl acetate; methanol; water,water,ethyl acetate,ethyl acetate
['2-114-CAS-116981'],unknown,,phosphate,sodium chloride,
['2-114-CAS-117016'],water,,water,acetonitrile+water,
['1-143-CAS-240393'],ethyl acetate+hexane,ethyl acetate+water; ethyl acetate+hexane,ethyl acetate+hexane; dichloromethane+hexane,ethyl acetate+water,methanol
['2-114-CAS-103738'],acetonitrile+water,,,acetonitrile+water,
['1-143-CAS-243079'],water,,water,water; acetonitrile,water
['1-143-CAS-166905'],,,,,
['1-143-CAS-170056'],water,,,acetonitrile+methanol,
['1-143-CAS-92207'],water,,,acetonitrile+methanol,
['1-143-CAS-55493'],water,,,acetonitrile+methanol,
['1-143-CAS-170309'],,,,hydrochloric acid,
['1-143-CAS-187682'],water,methanol; water,,methanol,
['1-143-CAS-159299'],,acetonitrile; unknown,unknown,acetonitrile,acetonitrile+water
['1-143-CAS-199180'],water,,,methanol,methanol
['1-143-CAS-168363'],water,,,methanol,methanol
['1-143-CAS-102139'],water,,,methanol,methanol
['1-143-CAS-72689'],water,,,methanol,methanol
['1-143-CAS-68705'],water,,,methanol,methanol
['1-143-CAS-48497'],water,,,methanol,methanol
['1-143-CAS-208846'],water,methanol; water,,acetonitrile,
['1-143-CAS-203919'],methanol+water,acetonitrile; dichloromethane; unknown,,acetonitrile; dichloromethane,
['1-143-CAS-183249'],water,methanol; water,methanol+water,methanol,methanol+water
['1-143-CAS-177570'],,dichloromethane; isopropanol,,dichloromethane+hexane,methanol
['1-143-CAS-175803'],water,,,unknown,
['1-143-CAS-208956'],water,,,,
['1-143-CAS-167693'],ethanol+water,,,,
['1-143-CAS-197540'],water,dichloromethane; acetonitrile; water,methanol+water,acetonitrile; methanol,acetonitrile+water
['1-143-CAS-158464'],,methanol; water,,unknown,unknown
['1-143-CAS-57899'],,methanol; water,,unknown,unknown
['1-143-CAS-203304'],,methanol; water,,methanol,unknown
['1-143-CAS-72904'],,methanol; water,,methanol,unknown
['1-143-CAS-161761'],water,isopropanol+methanol,ethanol; water,unknown,ethanol+water
['1-143-CAS-149789'],water,isopropanol+methanol,ethanol; water,unknown,ethanol+water
['1-143-CAS-192471'],water,dichloromethane; acetonitrile; water,methanol+water,acetonitrile; methanol,acetonitrile+water
['1-143-CAS-180638'],water,methanol; water,,methanol,methanol+water
['1-143-CAS-150914'],water,methanol; water,,methanol,methanol+water
['1-143-CAS-124868'],water,methanol; water,,methanol,methanol+water
['1-143-CAS-199945'],water,dichloromethane; acetonitrile; water,methanol+water,acetonitrile; methanol,acetonitrile+water
['1-143-CAS-182021'],water,dichloromethane; acetonitrile; water,methanol+water,acetonitrile; methanol,acetonitrile+water
['1-143-CAS-167659'],,methanol; water,,,water
['1-143-CAS-73990'],,methanol; water,,,water
['1-143-CAS-203010'],water,methanol; water,water,acetonitrile; methanol,
['1-143-CAS-200033'],methanol+water,,,,
['1-143-CAS-174619'],methanol+water,,,,
['1-143-CAS-183912'],,methanol; water,,methanol,unknown
['1-143-CAS-179606'],,water,acetonitrile+water,acetonitrile+methanol,
['1-143-CAS-173833'],water,methanol; water,,methanol,methanol+water
['1-143-CAS-214151'],acetone+water,methanol; water,,methanol,acetonitrile+methanol
['1-143-CAS-161350'],methanol+water,methanol; water,methanol+water; tetrahydrofuran+water,tetrahydrofuran+water,
['1-143-CAS-198679'],methanol+water,,,water,
['1-143-CAS-195506'],,methanol; water,,methanol,unknown
['1-143-CAS-205429'],water,,,,
['1-143-CAS-192659'],water,methanol; water,water; acetonitrile,methanol,water
['1-143-CAS-188637'],phosphate,,,methanol,
['1-143-CAS-208583'],,methanol; water,,,acetonitrile
['1-143-CAS-180626'],,methanol; water,,,acetonitrile
['1-143-CAS-193574'],water,hydrochloric acid,hydrochloric acid+water,nitric acid+water; water,water
['1-143-CAS-169724'],unknown,,,nitric acid+water,
['1-143-CAS-174743'],methanol+water,,,,
['1-143-CAS-207782'],methanol+water,,,,
['1-143-CAS-211088'],methanol+water,,,,
['1-143-CAS-210726'],water,hydrochloric acid,hydrochloric acid,nitric acid+water,water
['1-143-CAS-173152'],water,methanol; water,,nitric acid,
['1-143-CAS-167079'],unknown,methanol; water,,hydrochloric acid,
['1-143-CAS-172583'],methanol+water,,,,
['1-143-CAS-198078'],acetic acid+sodium acetate,,,ethanol,
['1-143-CAS-197612'],water,,,hydrochloric acid,
['1-143-CAS-169653'],ammonium formate,,water,nitric acid,
['1-143-CAS-182445'],water,unknown,water,acetone,nitric acid+water
['1-143-CAS-186767'],tetrahydrofuran+water,,,tetrahydrofuran,
['1-124-CAS-57279'],tetrahydrofuran+water,,,tetrahydrofuran,
['1-143-CAS-167707'],methanol+water,methanol; water,,methanol,
['1-143-CAS-185857'],unknown,,,methanol,methanol
['1-143-CAS-126938'],unknown,,,methanol,methanol
['1-143-CAS-16126'],unknown,,,methanol,methanol
['1-143-CAS-5377'],unknown,,,methanol,methanol
['1-143-CAS-173703'],methanol+water,,,,
['1-143-CAS-189726'],ethanol+water,,,,water
['1-143-CAS-211232'],water,methanol; water,,nitric acid,
['1-143-CAS-205407'],,methanol; water,,methanol,methanol
['1-143-CAS-170462'],,methanol; water,acetone; methanol; methanol+water,,unknown
['1-143-CAS-84054'],,methanol; water,acetone; methanol; methanol+water,,unknown
['1-143-CAS-193241'],hexane,ethyl acetate+hexane; hexane,,ethyl acetate; methanol,methanol+water
['1-143-CAS-179727'],water; hexane,methanol; water; ethyl acetate+hexane; hexane,water,methanol; dichloromethane; ethyl acetate,methanol+water
['1-143-CAS-190509'],unknown,unknown,,hydrochloric acid,
['1-143-CAS-183340'],methanol+water,,,,
['1-143-CAS-150410'],,,,,
['1-143-CAS-76511'],,,,,
['1-143-CAS-51740'],,,,,
['1-143-CAS-152488'],,methanol; water,,acetone,unknown
['1-143-CAS-86984'],,methanol; water,,acetone,unknown
['1-143-CAS-141103'],water,methanol; water,,dichloromethane,acetonitrile
['1-143-CAS-103454'],,,,nitric acid+water,
['1-143-CAS-107135'],water,methanol; water,,dichloromethane,acetonitrile
['1-143-CAS-154192'],unknown,methanol; water,water,methanol,methanol+water
['1-143-CAS-129983'],water,dichloromethane+methanol; unknown,unknown,methanol,acetone+water
['1-143-CAS-105233'],water,acetonitrile; water,water,acetonitrile,acetonitrile+water
['1-143-CAS-148616'],,,,ethyl acetate+hexane,
['1-143-CAS-144286'],water,dichloromethane; acetonitrile; water,methanol+water,acetonitrile; methanol,acetonitrile+water
['1-143-CAS-141533'],water,acetonitrile,acetonitrile+water,water,
['1-143-CAS-132893'],water,methanol; water,water,dichloromethane,unknown
['1-143-CAS-110331'],water,,,sodium hydroxide,
['1-143-CAS-157515'],water,methanol; water,methanol+water,methanol,acetonitrile+phosphate
['1-143-CAS-111365'],water,methanol; water,water,hexane,unknown
['1-143-CAS-101716'],methanol+water,,,,
['1-143-CAS-119152'],methanol+water,,,methanol,
['1-143-CAS-104245'],water,,,methanol,methanol
['1-143-CAS-113609'],water,acetonitrile; water,water,,
['1-143-CAS-114950'],water,,water; methanol,methanol,water
['1-143-CAS-110525'],,methanol; water,,methanol,
['1-143-CAS-128789'],acetonitrile+water,,,,
['1-143-CAS-138495'],water,dichloromethane; unknown,unknown,methanol,acetone+water
['1-143-CAS-145181'],water,,water; methanol,methanol,water
['1-143-CAS-125676'],water,,,acetone,nitric acid+water
['1-143-CAS-101362'],methanol+water,,,,
['1-143-CAS-147600'],methanol+water,,,,
['1-143-CAS-111434'],unknown,water; unknown,,hydrochloric acid,
['1-119-CAS-44476'],unknown,water; unknown,,hydrochloric acid,
['1-143-CAS-120554'],water,methanol; water,water,dichloromethane,methanol
['1-143-CAS-125227'],,methanol; water,,ethyl acetate,unknown
['1-143-CAS-78558'],,methanol; water,,ethyl acetate,unknown
['1-143-CAS-158264'],water,,,water,
['1-143-CAS-125736'],water,methanol; water,water,methanol,
['1-143-CAS-150282'],water,,water; methanol,methanol,unknown
['1-143-CAS-108879'],water,,,methanol,
['1-143-CAS-121540'],water,methanol; water,,hydrochloric acid,
['1-143-CAS-104515'],,,,,
['1-143-CAS-143831'],methanol+water,methanol; water,methanol+water,methanol+water; tetrahydrofuran+water,acetonitrile+water
['1-143-CAS-156742'],unknown,,,hydrochloric acid,
['1-143-CAS-153412'],methanol+water,,,,
['1-143-CAS-140094'],,nitric acid+water; water,,nitric acid+water,
['1-143-CAS-151895'],acetonitrile+water,,,,
['1-143-CAS-152244'],water,methanol; unknown,unknown,methanol,acetone+water
['1-143-CAS-134521'],unknown,unknown,water,acetone,nitric acid+water
['1-143-CAS-149583'],water,methanol; water,,acetonitrile,
['1-142-CAS-186967'],unknown,hydrochloric acid; water,water,nitric acid+water,
['1-143-CAS-135381'],unknown,methanol; water,water,methanol,
['1-143-CAS-123816'],,methanol; water,,acetone; methanol,unknown
['1-143-CAS-44000'],,methanol; water,,acetone; methanol,unknown
['1-143-CAS-101338'],unknown,,,nitric acid,
['1-143-CAS-147307'],ethanol+water,,,,
['1-143-CAS-120721'],methanol+water,methanol; water,methanol+water,methanol+water; tetrahydrofuran+water,acetonitrile+water
['1-143-CAS-131525'],,methanol; water,,methanol,unknown
['1-142-CAS-199282'],unknown,unknown,,hydrochloric acid,
['1-143-CAS-132452'],water,methanol; water,,isopropanol+water,
['1-103-CAS-144452'],water,methanol; water,,isopropanol+water,
['1-143-CAS-130127'],water,water,,nitric acid,
['1-119-CAS-47673'],water,water,,nitric acid,
['1-142-CAS-199762'],unknown,unknown,water,acetone,nitric acid+water
['1-143-CAS-100238'],,methanol; water,water,methanol,methanol+water
['1-143-CAS-141011'],water,hydrochloric acid,hydrochloric acid,nitric acid; water,water
['1-132-CAS-302247'],,,acetonitrile,acetic acid+methanol,
['1-132-CAS-301006'],,,acetonitrile,acetic acid+methanol,
['1-139-CAS-241633'],,,,,
['1-119-CAS-247658'],,,,,
['1-119-CAS-240584'],,,,,
['1-119-CAS-236394'],,,,,
['1-119-CAS-231263'],,,,,
['1-119-CAS-220313'],,,,,
['1-139-CAS-316476'],hexane,,water,,
['1-142-CAS-132534'],,,,nitric acid+water,
['1-139-CAS-312744'],,,,ethyl acetate,
['1-139-CAS-139459'],water,methanol; water,,methanol,
['1-139-CAS-31400'],water,methanol; water,,methanol,
['1-142-CAS-126849'],water,unknown,,hydrochloric acid,
['1-139-CAS-314751'],,,,ethyl acetate,
['1-134-CAS-186275'],unknown,acetone; water,,acetone+methanol,acetone
['1-134-CAS-160691'],water,methanol; water,,methanol,acetone
['1-142-CAS-137957'],,,,water,
['1-134-CAS-106001'],unknown,water,,acetone+methanol,acetone
['1-139-CAS-226171'],methanol+water,,,MTBE+methanol,methanol
['1-134-CAS-259840'],unknown,hexane; acetone+hexane,,acetonitrile+dichloromethane,hexane
['1-139-CAS-188918'],acetonitrile+water,acetonitrile; water,acetonitrile+water,acetonitrile,acetonitrile
['1-134-CAS-209950'],acetonitrile+water,acetonitrile; water,acetonitrile+water,acetonitrile,acetonitrile
['1-139-CAS-318697'],water,,,,
['1-139-CAS-317873'],water,,,,
['1-134-CAS-135190'],unknown,acetonitrile; water,,acetone+methanol,acetone
['1-139-CAS-163538'],,methanol; water,methanol,methanol,methanol+water
['1-139-CAS-90895'],,methanol; water,methanol,methanol,methanol+water
['1-142-CAS-138386'],,,,hydrochloric acid,
['1-139-CAS-239434'],methanol+water,,,MTBE+methanol,methanol
['1-139-CAS-222147'],methanol+water,,,MTBE+methanol,methanol
['1-134-CAS-138112'],water,methanol; water,,acetone+methanol,acetone
['1-134-CAS-259053'],,hexane; acetone+hexane,,dichloromethane+hexane,hexane
['1-134-CAS-208191'],hexane,,,hexane,
['1-132-CAS-262190'],dichloromethane,,,dichloromethane+hexane,
['1-132-CAS-261505'],dichloromethane,,,dichloromethane+hexane,
['1-132-CAS-260680'],dichloromethane,,,dichloromethane+hexane,
['1-132-CAS-320198'],water,acetic acid+methanol,,acetic acid+methanol,
['1-134-CAS-153934'],methanol+water,methanol; water,,dichloromethane,unknown
['1-142-CAS-177752'],unknown,unknown,,hydrochloric acid,
['1-142-CAS-100274'],unknown,unknown,,phosphoric acid,
['1-134-CAS-134962'],MTBE+hexane,,,dichloromethane+hexane,
['1-142-CAS-175185'],,unknown,,hydrochloric acid,
['1-132-CAS-261674'],dichloromethane+hexane,,dichloromethane+hexane,dichloromethane+hexane,
['1-132-CAS-263405'],acetone+hexane,,,hexane; dichloromethane,
['1-142-CAS-142568'],unknown,unknown,water,ethanol,nitric acid+water
['1-139-CAS-168474'],water,acetonitrile; methanol; water,,methanol; acetonitrile,unknown
['1-132-CAS-262397'],unknown,,,hexane,
['1-139-CAS-137157'],water,water,water,ammonium hydroxide,
['1-139-CAS-104605'],,methanol; ethyl acetate; water,,methanol,methanol
['1-139-CAS-241633'],hydrochloric acid,,water,unknown,
['1-132-CAS-317407'],water,acetic acid+methanol,,acetic acid+methanol,
['1-134-CAS-209950'],acetonitrile,acetonitrile,,acetonitrile,acetonitrile
['1-124-CAS-182587'],acetonitrile,acetonitrile,,acetonitrile,acetonitrile
['1-134-CAS-202709'],dichloromethane+hexane,water,,dichloromethane+hexane,dichloromethane
['1-139-CAS-182417'],,acetonitrile; methanol; water,,acetonitrile,unknown
['1-132-CAS-316542'],water,,,acetic acid+methanol,
['1-142-CAS-132019'],water,,,nitric acid+water,water
['1-134-CAS-185461'],acetonitrile,acetonitrile+dichloromethane,hexane; methanol,ammonium hydroxide+methanol,acetonitrile+ammonium acetate
['1-142-CAS-109587'],unknown,unknown,water,acetone,nitric acid+water
['1-134-CAS-259219'],,hexane; acetone+hexane,,acetonitrile+dichloromethane,hexane
['1-142-CAS-142460'],unknown,unknown,,ethanol,
['1-134-CAS-208106'],unknown,methanol; acetic acid+water,acetic acid+methanol,methanol,acetonitrile
['1-134-CAS-143275'],unknown,methanol; acetic acid+water,acetic acid+methanol,methanol,acetonitrile
['1-139-CAS-121603'],water,,water,ammonium hydroxide,
['1-142-CAS-142285'],unknown,unknown,water,hydrochloric acid,nitric acid+water
['1-134-CAS-195231'],,hexane,hexane,acetone+hexane,unknown
['1-142-CAS-102573'],unknown; water,unknown,water,acetone,water
['1-142-CAS-79651'],unknown; water,unknown,water,acetone,water
['1-134-CAS-112797'],unknown,methanol; acetic acid+water,acetic acid+methanol,methanol,acetonitrile
['1-142-CAS-107529'],unknown,unknown,,nitric acid+water,
['1-134-CAS-169798'],unknown,methanol; water; unknown,chloroform; water,chloroform,
['1-134-CAS-119775'],acetonitrile+water,methanol; hydrochloric acid,,,
['1-142-CAS-150512'],unknown,unknown,water,acetone,nitric acid+water
['1-134-CAS-125985'],sulfuric acid,butyl chloride+diethyl ether; methanol; hydrochloric acid,methanol+water,butyl chloride+diethyl ether,toluene
['1-134-CAS-52836'],sulfuric acid,butyl chloride+diethyl ether; methanol; hydrochloric acid,methanol+water,butyl chloride+diethyl ether,toluene
['1-132-CAS-236822'],water,methanol; water,,methanol,
['1-131-CAS-313989'],water,,,acetonitrile,
['1-126-CAS-238075'],toluene,,,,
['1-127-CAS-228072'],hexane,,,,
['1-131-CAS-250198'],methanol+water,methanol; water,,water; methanol+water,water
['1-132-CAS-240642'],water,methanol; water,,methanol,
['1-132-CAS-223985'],water,methanol; water,,methanol,
['1-127-CAS-104372'],acetonitrile,,,acetonitrile+toluene,hexane
['1-132-CAS-259748'],,,,dichloromethane+hexane,
['1-132-CAS-225879'],water,methanol; water,,methanol,
['1-132-CAS-215461'],water,methanol; water,,methanol,
['1-132-CAS-197064'],,dichloromethane; isopropanol,,dichloromethane,methanol
['1-132-CAS-175616'],,methanol; water,,,
['1-132-CAS-105714'],,methanol; water,,,
['1-131-CAS-249225'],methanol+water,methanol; water,,water; methanol+water,methanol+water
['1-132-CAS-115536'],hexane,,hexane,acetonitrile+water,water
['1-131-CAS-201751'],chloroform+hexane,hexane,,hexane; chloroform+hexane,
['1-131-CAS-238474'],methanol+water,methanol; methanol+water,methanol+water,methanol,
['1-131-CAS-221671'],methanol+water,methanol; methanol+water,methanol+water,methanol,
['1-132-CAS-216560'],unknown,,,dichloromethane+hexane,hexane
['1-131-CAS-209555'],chloroform+hexane,hexane,,hexane; chloroform+hexane; chloroform; acetic acid+diethyl ether,
['1-131-CAS-201280'],chloroform+hexane,hexane,,hexane; chloroform+hexane; chloroform; acetic acid+diethyl ether,
['1-132-CAS-133621'],,dichloromethane; isopropanol,,hexane,methanol
['1-131-CAS-304519'],water,,water,ethanol+water,
['1-131-CAS-250887'],methanol+water,methanol; water,,water; methanol+water,methanol+water
['1-131-CAS-230740'],water,,,methanol+water,
['1-132-CAS-197912'],,dichloromethane; isopropanol,,dichloromethane+hexane,methanol
['1-132-CAS-156772'],water,sodium hydroxide,water,hydrochloric acid,
['1-131-CAS-209140'],hexane,,acetone+hexane,acetone+hexane,acetonitrile
['1-131-CAS-156143'],hexane,,acetone+hexane,acetone+hexane,acetonitrile
['1-132-CAS-222782'],,ethyl acetate; dichloromethane; methanol,,ethyl acetate; dichloromethane; methanol,
['1-131-CAS-166701'],water,methanol; water; methanol+water,water,methanol,
['1-132-CAS-149746'],,hydrochloric acid; methanol; water,water,sulfuric acid,
['1-128-CAS-211866'],,isopropanol+water; water,,methanol,phosphate
['1-130-CAS-236320'],nitric acid,,nitric acid; hydrochloric acid,nitric acid,
['1-130-CAS-229676'],nitric acid,,nitric acid; hydrochloric acid,nitric acid,
['1-130-CAS-219797'],nitric acid,,nitric acid; hydrochloric acid,nitric acid,
['1-132-CAS-242431'],unknown,,,dichloromethane+hexane,dichloromethane
['1-132-CAS-145401'],,dichloromethane; isopropanol,,dichloromethane+hexane,methanol
['1-128-CAS-138414'],,acetonitrile+water; water,,methanol,phosphate
['1-128-CAS-69725'],,acetonitrile+water; water,,methanol,phosphate
['1-132-CAS-229047'],water,methanol; water,,methanol,
['1-131-CAS-175618'],ethanol+water,chloroform; acetonitrile; ethanol; ethanol+water,ethanol+water; ethanol,,
['1-132-CAS-220756'],water,methanol; water,water,methanol,methanol
['1-132-CAS-219525'],water,methanol; water,water,methanol,methanol
['1-131-CAS-223867'],,methanol; water,methanol+water; methanol,methanol+water,methanol
['1-132-CAS-161012'],,water; methanol,water,water,
['1-132-CAS-55535'],,water; methanol,water,water,
['1-131-CAS-225134'],water,,,methanol+water,
['2-105-CAS-91187'],water,,,methanol+water,
