CasMp,Sample loading,Condition,Wash,Elute,Reconstitute
['2-114-CAS-143394'],chloroform+heptane,heptane; acetone+heptane,acetone+heptane,methanol,
['2-114-CAS-140149'],,,,,
['2-114-CAS-138402'],,,,,
['2-114-CAS-142836'],,,,,
['2-114-CAS-153598'],methanol+water,,methanol+water,methanol,water
['2-114-CAS-138406'],methanol+water,methanol; water,water,methanol; acetonitrile,
['2-114-CAS-139075'],formic acid+methanol,,,,acetonitrile+water
['2-114-CAS-137648'],unknown,,water,ammonium hydroxide+methanol,water
['2-114-CAS-136794'],unknown,,water,ammonium hydroxide+methanol,water
['2-114-CAS-161933'],,,,,
['2-114-CAS-138778'],unknown,,water,acetic acid+methanol,water
['2-114-CAS-138396'],ethanol+water,ethanol; water,,methanol,
['1-124-CAS-292816'],ethanol+water,ethanol; water,,methanol,
['2-114-CAS-141644'],phosphate,unknown,unknown,ammonium hydroxide,
['2-114-CAS-139868'],methanol+water,methanol; water,water,methanol,methanol+water
['2-114-CAS-142138'],,methanol; water; acetonitrile,,water,methanol
['2-114-CAS-138426'],,hexane+isopropanol; methanol; water,methanol+water,hexane+isopropanol,methanol
['2-114-CAS-137557'],unknown,,,acetonitrile,acetonitrile
['2-114-CAS-147108'],sodium phosphate,methanol; water,sodium phosphate,methanol+water,acetonitrile+water
['2-114-CAS-139911'],methanol,methanol; methanol+water,methanol+water,isopropanol+methanol; water,
['2-114-CAS-138300'],,acetonitrile; methanol; ammonium formate,ammonium formate,acetonitrile+methanol,
['2-114-CAS-141624'],chloroform,heptane,,chloroform+isopropanol,
['2-114-CAS-161268'],water,,,phosphate,water
['2-114-CAS-140579'],acetonitrile+water,,,,
['2-114-CAS-161614'],,,methanol,water,
['2-114-CAS-147270'],unknown,unknown,unknown,water,
['2-114-CAS-141720'],water; methanol,heptane; acetone; methanol; water,water; methanol+water,methanol+water,methanol+water
['2-114-CAS-138864'],,methanol; water; acetonitrile,,hexane,acetonitrile
['2-114-CAS-162439'],unknown,methanol; water,water,unknown,unknown
['2-114-CAS-143416'],phosphoric acid+water,,ammonium hydroxide+water; methanol+water; water,acetonitrile,acetonitrile+water
['2-114-CAS-159664'],methanol,,acetonitrile+water,,
['2-114-CAS-139325'],acetonitrile+water,,,acetonitrile+water,
['2-114-CAS-141960'],,methanol; water,water,ammonium hydroxide+methanol,water
['2-114-CAS-139573'],sodium phosphate,methanol; water,sodium phosphate,methanol+water,acetonitrile+water
['2-114-CAS-151776'],water,water,methanol+water,ammonium hydroxide+methanol,
['2-114-CAS-158688'],water,,propanol,propanol+sodium hydroxide,water
['2-114-CAS-162047'],formic acid+water,methanol; formic acid+water,formic acid+water,ammonium hydroxide+methanol,acetonitrile+methanol
['2-114-CAS-162566'],formic acid+water,methanol; water,methanol+water,methanol,acetonitrile+methanol
['2-114-CAS-140010'],acetone,methanol; water,water,methanol,acetonitrile+water
['2-114-CAS-158749'],,methanol; water,water; methanol+water; methanol,,water
['2-114-CAS-161400'],,,,ethanol,water
['2-114-CAS-145579'],sodium phosphate,,sodium phosphate,methanol+water,acetonitrile+water
['2-114-CAS-142550'],phosphoric acid+water,,ammonium hydroxide+water; methanol+water; water,acetonitrile,acetonitrile+water
['2-114-CAS-138541'],,,methanol+water,methanol+water,
['2-114-CAS-161646'],water,,,acetonitrile,water
['2-114-CAS-143427'],phosphoric acid+water,,ammonium hydroxide+water; methanol+water; water,acetonitrile,acetonitrile+water
['2-114-CAS-138836'],methanol+water,methanol; ethyl acetate; water,water; methanol+water,acetonitrile; ethyl acetate,
['2-114-CAS-138765'],water,methanol; water,methanol,unknown,
['2-114-CAS-162025'],ammonium hydroxide,methanol; ammonium hydroxide,ammonium hydroxide,methanol,acetonitrile+methanol
['2-114-CAS-138140'],dichloromethane,dichloromethane,dichloromethane,dichloromethane+methanol,
['2-114-CAS-137521'],dichloromethane,dichloromethane,dichloromethane,dichloromethane+methanol,
['2-114-CAS-141927'],,methanol; water,,water; methanol,methanol+water
['2-114-CAS-140545'],EDTA,,water,phosphate,
['2-114-CAS-141356'],hydrochloric acid,,water; methanol,hydrochloric acid,
['2-114-CAS-143426'],water; methanol,heptane; acetone; methanol; water,water; methanol+water,methanol+water,methanol+water
['2-114-CAS-143139'],water; methanol,heptane; acetone; methanol; water,water; methanol+water,methanol+water,methanol+water
['2-114-CAS-142552'],water; methanol,heptane; acetone; methanol; water,water; methanol+water,methanol+water,methanol+water
['2-114-CAS-142413'],water; methanol,heptane; acetone; methanol; water,water; methanol+water,methanol+water,methanol+water
['2-114-CAS-141292'],water; methanol,heptane; acetone; methanol; water,water; methanol+water,methanol+water,methanol+water
['2-114-CAS-140742'],water; methanol,heptane; acetone; methanol; water,water; methanol+water,methanol+water,methanol+water
['2-114-CAS-152065'],unknown,acetonitrile+water; water,water,hydrochloric acid,
['2-114-CAS-139442'],phosphate,,water,methanol+water,acetonitrile+citric acid
['2-114-CAS-158938'],phosphate,acetonitrile; phosphate,unknown; water,acetonitrile+ethyl acetate,acetonitrile+water
['2-114-CAS-131576'],,,,,
['2-114-CAS-129125'],,,,,
['2-114-CAS-127720'],,,,,
['2-114-CAS-137281'],,,,,
['2-112-CAS-172632'],,,,,water
['2-111-CAS-229134'],methanol,,,,
['2-111-CAS-228987'],methanol,,,,
['2-113-CAS-178046'],water,methanol; water,,dichloromethane; chloroform,
['2-112-CAS-157196'],methanol+water,,,,
['2-112-CAS-175884'],water,,,,
['2-112-CAS-221280'],water,water,water,water,acetonitrile+water
['2-114-CAS-137474'],unknown,,,,water
['2-114-CAS-134824'],chloroform,chloroform,,methanol+water,chloroform+methanol
['2-112-CAS-142910'],,,,acetonitrile,
['2-111-CAS-229029'],,,,chloroform+methanol,isopropanol+methanol
['2-111-CAS-228542'],,,,chloroform+methanol,isopropanol+methanol
['2-112-CAS-177693'],hexane,,,dichloromethane+hexane,unknown
['2-111-CAS-229521'],unknown,unknown,unknown,unknown,
['2-114-CAS-137032'],,methanol; water,water,methanol,
['2-112-CAS-143074'],formic acid+water,dichloromethane; methanol; water,water,dichloromethane+ethyl acetate,hexane
['2-112-CAS-142480'],formic acid+water,dichloromethane; methanol; water,water,dichloromethane+ethyl acetate,hexane
['2-112-CAS-138994'],formic acid+water,dichloromethane; methanol; water,water,dichloromethane+ethyl acetate,hexane
['2-114-CAS-135086'],,methanol; water,methanol+water,methanol+water,acetonitrile
['2-114-CAS-135567'],,hexane+isopropanol; methanol; water,methanol+water,hexane+isopropanol,methanol
['2-111-CAS-226910'],chloroform,,chloroform,acetone+methanol,methanol
['2-112-CAS-168820'],phosphoric acid,,,,ammonium acetate
['2-114-CAS-134427'],,methanol; unknown,unknown,unknown,
['2-112-CAS-140899'],,,,acetonitrile,
['2-112-CAS-139069'],,,,acetonitrile,
['2-114-CAS-129025'],acetone+acetonitrile,,methanol+water; water,dichloromethane+isopropanol; acetonitrile,acetonitrile
['2-112-CAS-157092'],sodium acetate,,,,methanol+water
['2-114-CAS-135913'],unknown,,unknown,unknown,unknown
['2-114-CAS-135162'],,,acetonitrile+water,methanol+water,methanol+water
['2-112-CAS-140710'],,,,acetonitrile,
['2-114-CAS-136000'],,ethanol+water; water,water,ethanol+water,water
['2-112-CAS-170092'],acetic acid+sodium acetate,methanol; water; phosphate,phosphate; water,acetonitrile,methanol
['2-112-CAS-168913'],acetic acid+sodium acetate,methanol; water; phosphate,phosphate; water,acetonitrile,methanol
['2-112-CAS-136461'],,methanol; water,hydrochloric acid; methanol,isopropanol+methanol,unknown
['2-112-CAS-221970'],water,water,water,water,acetonitrile+water
['2-113-CAS-162992'],hydrochloric acid,hydrochloric acid,hydrochloric acid,ammonium hydroxide,pyridine
['2-112-CAS-137243'],water; methanol+water,methanol; water,,methanol,
['2-112-CAS-136006'],,methanol; water,water; methanol,ammonium hydroxide+methanol,unknown
['2-112-CAS-139232'],,,,acetonitrile,
['2-112-CAS-158949'],,methanol; water,water; methanol+water,methanol,water
['2-112-CAS-157948'],,methanol; water,water; methanol+water,methanol,water
['2-112-CAS-145823'],,,,acetonitrile,
['2-112-CAS-145050'],,,,acetonitrile,
['2-114-CAS-135817'],unknown,phosphate,phosphate,phosphate,phosphate
['2-112-CAS-135750'],water; methanol+water,methanol; water,,methanol,
['2-114-CAS-127900'],unknown,,,water; methanol+water; methanol,methanol+water
['2-112-CAS-164103'],unknown,water; dichloromethane,,dichloromethane,ethyl acetate
['2-112-CAS-162570'],unknown,water; dichloromethane,,dichloromethane,ethyl acetate
['2-112-CAS-137624'],,formic acid+methanol; unknown; water,unknown; water,methanol; acetone+hydrochloric acid,
['2-112-CAS-141876'],,methanol; water; potassium phosphate,potassium phosphate; water,methanol,methanol+water
['2-112-CAS-129331'],formic acid+water,acetonitrile; water,water,acetonitrile; ethyl acetate,acetonitrile+water
['2-112-CAS-137944'],phosphate,acetonitrile; phosphate,water,acetonitrile; ethyl acetate,unknown
['2-112-CAS-162877'],,methanol; water; phosphate,phosphate; water,methanol,
['2-114-CAS-131990'],water,hydrochloric acid,hydrochloric acid; petroleum ether; chloroform; methanol,ethanol+water,water
['2-114-CAS-135546'],unknown,,acetonitrile+ammonium acetate,acetonitrile,methanol+water
['2-114-CAS-129445'],ammonium formate,acetonitrile+water; ammonium formate,acetonitrile+water; acetonitrile,acetonitrile+water,acetonitrile+water
['2-114-CAS-135594'],unknown,,acetonitrile+water,methanol+water,methanol+water
['2-113-CAS-174457'],water,methanol; water,,dichloromethane; chloroform,
['2-112-CAS-135109'],,formic acid+methanol; unknown; water,unknown; water,methanol; formic acid+methanol,
['2-114-CAS-137446'],,,acetonitrile+ammonium acetate,ammonium acetate+methanol,methanol+water
['2-114-CAS-135427'],,,acetonitrile+ammonium acetate,ammonium acetate+methanol,methanol+water
['2-114-CAS-136891'],,methanol; water; phosphate,water; phosphate; methanol,ammonium hydroxide+dichloromethane,unknown
['2-112-CAS-134296'],,formic acid+methanol; ammonium hydroxide+water; water,ammonium hydroxide+water; water; methanol+water,methanol; acetic acid+acetonitrile,
['2-112-CAS-135813'],,formic acid+methanol; unknown; water,unknown; water,methanol; acetonitrile+hydrochloric acid,
['2-112-CAS-134934'],,formic acid+methanol; water,water; unknown,methanol; hydrochloric acid+methanol,
['2-112-CAS-136274'],,formic acid+methanol; unknown; water,unknown; water,methanol; unknown,
['2-105-CAS-219497'],,,,,
['2-105-CAS-219227'],,,,,
['1-124-CAS-423421'],,,,,
['1-124-CAS-423173'],,,,,
['1-124-CAS-423040'],,,,,
['1-124-CAS-422051'],,,,,
['1-124-CAS-421476'],,,,,
['2-105-CAS-158238'],,,,,
['1-124-CAS-320336'],,,,,
['1-144-CAS-325401'],,,,,
['1-144-CAS-323715'],,,,,
['2-109-CAS-172262'],,,,,
['2-109-CAS-135446'],,,,,
['2-107-CAS-224323'],ammonium acetate,methanol; ammonium acetate,ethanol+water,butanol+water,
['2-105-CAS-138141'],water,,water,methanol,
['1-131-CAS-287854'],water,,water,methanol,
['2-111-CAS-170268'],,,,acetonitrile+water,acetonitrile+water
['1-143-CAS-429873'],water,methanol; water,,,
['2-107-CAS-141038'],methanol+water,,,methanol+water,
['2-107-CAS-139722'],methanol+water,,,methanol+water,
['2-107-CAS-139318'],methanol+water,,,methanol+water,
['2-105-CAS-142609'],methanol+water,,,methanol+water,
['2-105-CAS-140970'],methanol+water,,,methanol+water,
['2-105-CAS-140363'],methanol+water,,,methanol+water,
['2-105-CAS-139870'],methanol+water,,,methanol+water,
['1-124-CAS-299719'],methanol+water,,,methanol+water,
['1-124-CAS-298690'],methanol+water,,,methanol+water,
['2-111-CAS-175445'],methanol,,methanol+water,methanol,
['2-109-CAS-161014'],water,methanol; water,water,methanol,methanol+water
['1-143-CAS-424278'],unknown,hexane,,hexane; ethyl acetate+hexane,unknown
['2-105-CAS-136800'],unknown,,water,methanol,
['1-143-CAS-423825'],unknown,hexane,hexane,ethyl acetate+hexane,unknown
['1-143-CAS-423312'],unknown,,,nitric acid,
['2-107-CAS-170381'],water,,,water; ethanol; hexane,water
['1-131-CAS-333543'],water,,,water; ethanol; hexane,water
['1-131-CAS-332057'],water,,,water; ethanol; hexane,water
['2-105-CAS-219877'],,,,,
['2-105-CAS-219726'],,,,,
['2-105-CAS-219399'],,,,,
['2-105-CAS-218706'],,,,,
['1-124-CAS-423415'],,,,,
['1-124-CAS-423097'],,,,,
['1-124-CAS-422014'],,,,,
['1-124-CAS-421215'],,,,,
['2-109-CAS-170865'],methanol,,,,unknown
['2-107-CAS-164590'],methanol+water,methanol; water,water,methanol,
['2-107-CAS-164006'],methanol+water,methanol; water,water,methanol,
['2-107-CAS-162388'],methanol+water,methanol; water,water,methanol,
['2-107-CAS-162374'],methanol+water,methanol; water,water,methanol,
['2-105-CAS-161254'],methanol+water,methanol; water,water,methanol,
['1-124-CAS-322958'],methanol+water,methanol; water,water,methanol,
['2-111-CAS-220620'],water,methanol; water,formic acid+water; methanol,ammonium hydroxide+methanol,
['2-107-CAS-221743'],water,methanol; water,formic acid+water; methanol,ammonium hydroxide+methanol,
['2-111-CAS-158931'],unknown,water; methanol,methanol+water; methanol,,
['2-109-CAS-140653'],unknown,methanol; water,water,methanol+water,unknown
['2-107-CAS-136345'],,ethanol; water,acetone,ethanol,
['2-109-CAS-158760'],water,methanol; water,water,methanol,methanol+water
['2-105-CAS-217772'],,,water,methanol,
['2-105-CAS-217690'],,,water,methanol,
['1-124-CAS-419791'],,,water,methanol,
['1-124-CAS-418008'],,,water,methanol,
['2-111-CAS-173703'],,water; methanol,hexane,methanol,methanol
['2-107-CAS-164233'],water,dichloromethane; methanol; water,water,methanol,DMSO
['2-105-CAS-142315'],water,,water,,
['2-111-CAS-164635'],hexane,hexane,,hexane; methanol; chloroform+methanol,hexane
['2-105-CAS-161069'],unknown,methanol; water,water,methanol+phosphoric acid,water
['2-105-CAS-159645'],unknown,methanol; water,water,methanol+phosphoric acid,water
['2-105-CAS-159012'],unknown,methanol; water,water,methanol+phosphoric acid,water
['2-105-CAS-158278'],unknown,methanol; water,water,methanol+phosphoric acid,water
['2-105-CAS-157907'],unknown,methanol; water,water,methanol+phosphoric acid,water
['2-107-CAS-138496'],ethanol+water,,,,
['2-105-CAS-138404'],ethanol+water,,,,
['1-131-CAS-288352'],ethanol+water,,,,
['1-131-CAS-285982'],ethanol+water,,,,
['2-107-CAS-141885'],water,methanol+water,,ethyl acetate+methanol; methanol,acetonitrile+water
['1-143-CAS-300169'],water,methanol+water,,ethyl acetate+methanol; methanol,acetonitrile+water
['1-143-CAS-438024'],unknown,acetone; methanol; water,,methanol,methanol
['2-109-CAS-137719'],acetic acid+sodium acetate,,,,
['2-105-CAS-140411'],water,,ethanol+water; ethanol,,
['1-124-CAS-294844'],water,,ethanol+water; ethanol,,
['2-107-CAS-218821'],,methanol; water,water,methanol+water,
['2-105-CAS-219248'],,methanol; water,water,methanol+water,
['2-105-CAS-218630'],,methanol; water,water,methanol+water,
['1-143-CAS-439750'],unknown,acetone; methanol; water,,methanol,methanol
['2-111-CAS-222025'],unknown,,methanol+water,methanol,acetonitrile+water
['2-111-CAS-177109'],,methanol; acetonitrile; water,water,acetonitrile+water,water
['1-143-CAS-435295'],water,methanol; water,water,methanol,water
['2-105-CAS-176688'],,,water,ethanol,
['2-105-CAS-173634'],,,water,ethanol,
['1-124-CAS-341924'],,,water,ethanol,
['1-124-CAS-338297'],,,water,ethanol,
['1-143-CAS-423250'],unknown,,,nitric acid,
['2-109-CAS-171015'],methanol+water,,,,unknown
['2-109-CAS-145543'],,methanol; water,water; methanol+water; hexane,acetic acid+ethanol,methanol
['2-107-CAS-167464'],acetonitrile,,,,acetonitrile+water
['1-101-CAS-326741'],acetonitrile,,,,acetonitrile+water
['2-111-CAS-165916'],,water,water,water,
['2-109-CAS-146887'],,methanol; water,water; unknown; hexane,acetic acid+ethanol,methanol
['2-109-CAS-146054'],,methanol; water,water; unknown; hexane,acetic acid+ethanol,methanol
['1-143-CAS-439988'],water,dichloromethane; methanol; unknown,unknown,methanol,acetonitrile
['2-109-CAS-140852'],unknown,methanol; water,water; methanol+water; hexane,methanol,water
['2-111-CAS-163485'],methanol+sodium hydroxide; acetonitrile,,,,water
['2-111-CAS-163072'],methanol+sodium hydroxide; acetonitrile,,,,water
['1-143-CAS-432083'],water,dichloromethane; methanol; water,,dichloromethane,water
['2-109-CAS-146952'],,methanol; water,ammonium hydroxide; methanol+water; hexane,acetic acid+ethanol,methanol
['2-109-CAS-146381'],,methanol; water,ammonium hydroxide; methanol+water; hexane,acetic acid+ethanol,methanol
['2-109-CAS-144390'],,methanol; water,ammonium hydroxide; methanol+water; hexane,acetic acid+ethanol,methanol
['2-109-CAS-164087'],methanol+water,formic acid+methanol; water,water; methanol+water; acetonitrile,formic acid+methanol,acetonitrile+water
['2-109-CAS-137714'],formic acid+potassium hydroxide,methanol; formic acid,unknown; formic acid+methanol; hexane,acetic acid+ethanol,unknown
['2-109-CAS-177451'],methanol+water,methanol; water,water; heptane,ethyl acetate,methanol+water
['2-111-CAS-141662'],,methanol; water,water; methanol,formic acid+methanol,water
['2-111-CAS-140965'],water,methanol; water,water; methanol,formic acid+methanol,water
['1-143-CAS-423092'],ammonium acetate; formic acid,,ammonium acetate; formic acid,acetonitrile+ammonium acetate; acetonitrile+formic acid,
['1-143-CAS-341761'],water,methanol; water,,cyclohexane,cyclohexane
['1-143-CAS-336149'],,,,acetonitrile+methanol,
['1-143-CAS-336167'],water,ethyl acetate; methanol; unknown,,ethyl acetate,hexane
['1-143-CAS-335438'],,,,nitric acid+water,
['1-143-CAS-422389'],,,,,
['1-143-CAS-337604'],water,,,isopropanol+methanol,DMSO
['1-143-CAS-339939'],water,methanol; isopropanol; water,methanol+water,methanol,acetonitrile
['1-143-CAS-343883'],water,methanol; water,dichloromethane+methanol,,DMSO
['1-143-CAS-336275'],unknown,acetonitrile; acetonitrile+water; water,acetonitrile+water,acetonitrile,acetonitrile
['1-143-CAS-420060'],,,,,hexane
['1-143-CAS-418631'],water,methanol; water,,acetonitrile,acetonitrile
['1-143-CAS-342537'],water,methanol; hydrochloric acid,hydrochloric acid,acetonitrile,
['1-143-CAS-341063'],water,,unknown,methanol,methanol
['1-143-CAS-338945'],water,,,sodium hydroxide,
['1-143-CAS-338472'],water,,,ethyl acetate,
['1-143-CAS-340041'],unknown,water,,hydrochloric acid+nitric acid,
['1-143-CAS-340424'],water,,acetonitrile,,
['1-143-CAS-335541'],water,,acetonitrile,,
['1-143-CAS-341897'],,,,methanol,DMSO
['1-143-CAS-338006'],,,,methanol,DMSO
['1-143-CAS-417976'],water,,water,phosphate,
['1-143-CAS-417189'],water,methanol; water,,methanol,water
['1-143-CAS-335559'],,methanol; unknown,unknown,methanol,methanol
['1-143-CAS-335611'],,methanol; water,water,acetonitrile+methanol,acetonitrile+water
['1-143-CAS-337218'],,methanol; water,water,unknown,unknown
['1-143-CAS-341760'],,methanol; water,,methanol,methanol
['1-143-CAS-338564'],acetonitrile+water,acetonitrile; water,water,acetonitrile,acetonitrile+water
['1-143-CAS-341575'],,,,methanol,acetonitrile+water
['1-143-CAS-419433'],water,methanol; water,water,methanol; formic acid+methanol,acetonitrile+water
['1-143-CAS-339489'],,methanol; water,water,unknown,unknown
['1-143-CAS-339006'],water,,,ethyl acetate+hexane,
['1-143-CAS-337451'],,ethyl acetate; methanol; water,water,ethyl acetate+methanol,methanol+water
['1-120-CAS-340899'],,ethyl acetate; methanol; water,water,ethyl acetate+methanol,methanol+water
['1-143-CAS-339923'],ethanol+water,,,acetone,water
['1-124-CAS-338839'],ethanol+water,,,acetone,water
['1-143-CAS-337584'],,,,methanol,methanol+water
['1-143-CAS-341776'],water,methanol; water,methanol+water,methanol,methanol
['1-143-CAS-338422'],acetonitrile,,water,,
['1-143-CAS-339026'],unknown,water,,acetonitrile+methanol,
['1-143-CAS-338679'],water,methanol; water,dichloromethane,methanol+trifluoroacetic acid,water
['1-143-CAS-342668'],,methanol; water,water,methanol,methanol
['1-143-CAS-417177'],unknown,methanol; water,,methanol,water
['1-143-CAS-422736'],water; methanol+water,,,acetone,methanol
['1-143-CAS-422720'],water; methanol+water,,,acetone,methanol
['1-143-CAS-337342'],water,methanol; water,water,acetonitrile,water
['1-143-CAS-338263'],water,acetonitrile+methanol; water,,,
['1-134-CAS-337807'],water,acetonitrile+methanol; water,,,
['1-143-CAS-341199'],,MTBE; methanol; unknown,methanol+water; unknown,MTBE+methanol,
['1-143-CAS-339053'],,MTBE; methanol; unknown,methanol+water; unknown,MTBE+methanol,
['1-143-CAS-340510'],,methanol; water,,methanol,methanol
['1-143-CAS-340678'],,acetonitrile; water,methanol+water,methanol; acetic acid+methanol,
['1-143-CAS-337922'],water,methanol; water,,methanol+trifluoroacetic acid,water
['1-143-CAS-419095'],unknown,methanol; water,water; methanol,methanol,methanol
['1-143-CAS-338088'],,acetone+hexane; hexane,,acetone+hexane,
['1-143-CAS-342632'],water,,,acetone; dichloromethane,hexane
['1-143-CAS-340416'],ethanol+water,,,acetone,water
['1-124-CAS-341529'],ethanol+water,,,acetone,water
['1-143-CAS-337610'],water,methanol; water,water,methanol+trifluoroacetic acid,water
['1-143-CAS-340121'],water,ethyl acetate; methanol; water,,dichloromethane+hexane,acetonitrile
['1-143-CAS-337679'],,methanol; water,,acetonitrile,unknown
['1-143-CAS-337550'],,methanol; water,,acetonitrile,unknown
['1-143-CAS-342428'],water,methanol; water,formic acid+water,ethyl acetate,water
['1-101-CAS-335714'],water,methanol; water,formic acid+water,ethyl acetate,water
['1-143-CAS-343177'],,methanol; water,,methanol,methanol
['1-143-CAS-335894'],water,dichloromethane; methanol; water,,dichloromethane,dichloromethane
['1-143-CAS-336416'],water,methanol; water,water,methanol; acetone+methanol,methanol+water
['1-143-CAS-342374'],,methanol; water,water; formic acid+water,ethyl acetate+methanol,water
['1-143-CAS-335636'],,methanol; water,water; formic acid+water,ethyl acetate+methanol,water
['1-143-CAS-342096'],water,acetonitrile+water; water,,acetonitrile,
['1-143-CAS-335217'],methanol+water,,methanol,acetonitrile; acetonitrile+methanol,
['1-143-CAS-335930'],water,methanol; unknown,unknown,methanol,methanol
['1-143-CAS-334696'],water,methanol; unknown,unknown,methanol,methanol
['1-143-CAS-325116'],,,,,
['1-143-CAS-324953'],,,,,
['1-143-CAS-323816'],,,,,
['1-143-CAS-323367'],,,,,
['1-143-CAS-321123'],,,,,
['1-143-CAS-321120'],,,,,
['1-143-CAS-320848'],,,,,
['1-143-CAS-329004'],water,,,nitric acid,
['1-143-CAS-323615'],,,water,phosphate,
['1-143-CAS-328818'],,dichloromethane; methanol; water,water,methanol,water
['1-143-CAS-328584'],water,methanol; water,methanol+water,acetonitrile,acetonitrile+water
['1-143-CAS-329346'],,,,,
['1-143-CAS-328237'],,,,,
['1-143-CAS-327102'],,,,,
['1-143-CAS-326839'],,,,,
['1-143-CAS-325479'],water,methanol; water,water,methanol,ethanol
['1-143-CAS-323936'],water,methanol; unknown,unknown,methanol,methanol+water
['1-143-CAS-331721'],water,methanol; water,water,dichloromethane,acetonitrile+water
['1-143-CAS-327583'],water,,,,
['1-143-CAS-332796'],,dichloromethane,,dichloromethane,ethyl acetate
['1-143-CAS-324557'],water,methanol; water,water,methanol,methanol
['1-143-CAS-322723'],water,methanol; water,water,methanol,methanol
['1-143-CAS-323367'],,methanol; unknown,,methanol,acetonitrile
['1-143-CAS-325767'],water,MTBE; methanol; unknown,unknown,methanol; MTBE,
['1-143-CAS-325116'],,methanol; unknown,,acetonitrile,acetonitrile
['1-143-CAS-323816'],,methanol; water,,dichloromethane,acetonitrile
['1-143-CAS-327169'],water,,,,
['1-143-CAS-331367'],water,,water,nitric acid,
['1-143-CAS-324159'],unknown,methanol+water; methanol,acetonitrile,methanol+water,
['1-143-CAS-324953'],ethanol+water,methanol; unknown,,dichloromethane,acetonitrile
['1-143-CAS-323353'],water,methanol; unknown,water,acetonitrile+methanol,
['1-143-CAS-329152'],water,methanol; water,methanol+water,acetonitrile+methanol,acetonitrile+water
['1-143-CAS-326167'],water,,,,
['1-143-CAS-324593'],water,methanol; water,,ethyl acetate+methanol,methanol+water
['1-143-CAS-323646'],water,methanol; water,,ethyl acetate+methanol,methanol+water
['1-143-CAS-327177'],water,,water,chloroform,dichloromethane
['1-143-CAS-328168'],unknown,methanol; water,,methanol,ethyl acetate
['1-143-CAS-329588'],unknown,ethyl acetate; methanol; water,,acetic acid+ethyl acetate,unknown
['1-143-CAS-332505'],,unknown,,hydrochloric acid,
['1-143-CAS-323635'],water,acetonitrile; water,,acetonitrile,acetonitrile+water
['1-143-CAS-325415'],water,dichloromethane+methanol; methanol; water,water; methanol,dichloromethane+methanol,methanol
['1-143-CAS-330204'],,methanol; water,methanol+water,acetonitrile+methanol,acetonitrile+water
['1-143-CAS-324115'],,methanol; unknown,,dichloromethane,acetonitrile
['1-143-CAS-327224'],water,methanol; water,methanol+water,methanol,acetonitrile+water
['1-143-CAS-325305'],water,methanol; water,water,acetonitrile+methanol,acetonitrile+water
['1-143-CAS-333985'],unknown,methanol; water,,methanol; unknown; acetone+methanol,methanol
['1-143-CAS-330204'],,,methanol,,
['1-143-CAS-328584'],,,methanol,,
['1-143-CAS-327224'],,,methanol,,
['1-143-CAS-331577'],water,methanol; water,methanol+water,methanol,methanol
['1-143-CAS-324234'],,acetonitrile; water; unknown,unknown,acetonitrile,
['1-143-CAS-326506'],,ethyl acetate; methanol; water,,ethyl acetate,trifluoroacetic acid
['1-143-CAS-333713'],,methanol; water,,methanol,
['1-143-CAS-329077'],,ammonium acetate,water,hydrochloric acid,
['1-124-CAS-329059'],,ammonium acetate,water,hydrochloric acid,
['1-143-CAS-334093'],water,methanol; water,water,hydrochloric acid,
['1-143-CAS-324646'],,methanol; water,water,methanol,water
['1-143-CAS-322889'],,methanol; water,water,methanol,water
['1-143-CAS-326815'],water,acetone+ethyl acetate; acetone; water,,acetone+ethyl acetate,
['1-143-CAS-323984'],water,methanol; water,,dichloromethane,
['1-143-CAS-330149'],,methanol; water; phosphate,phosphate,acetonitrile,acetonitrile+water
['1-143-CAS-328103'],,methanol; water; phosphate,phosphate,acetonitrile,acetonitrile+water
['1-143-CAS-327867'],,methanol; water; phosphate,phosphate,acetonitrile,acetonitrile+water
['1-143-CAS-325942'],,methanol; water; phosphate,phosphate,acetonitrile,acetonitrile+water
['1-143-CAS-331512'],unknown,methanol; water,,methanol; unknown; acetone+methanol,methanol
['1-143-CAS-325575'],water,,,hydrochloric acid,
['1-143-CAS-325170'],unknown,methanol; water,,methanol,water
['1-143-CAS-324594'],unknown,methanol; water,,methanol,water
['1-143-CAS-327954'],,methanol; unknown,unknown,methanol,methanol+water
['1-143-CAS-328276'],water,methanol; water; phosphate,phosphate,acetonitrile,acetonitrile+water
['1-143-CAS-326852'],water,methanol; water; phosphate,phosphate,acetonitrile,acetonitrile+water
['1-143-CAS-324748'],water,MTBE; methanol; water,water,MTBE,acetonitrile
['1-143-CAS-325238'],,unknown,water; ethanol; methanol; acetone,water,
['1-142-CAS-324984'],,unknown,water; ethanol; methanol; acetone,water,
['1-124-CAS-329660'],,unknown,water; ethanol; methanol; acetone,water,
['1-143-CAS-327808'],,methanol; dichloromethane+methanol; water,,methanol; dichloromethane+methanol,acetonitrile+water
['1-143-CAS-325382'],,methanol; water,,methanol,unknown
['1-143-CAS-327268'],water,methanol; water,,methanol,acetonitrile+water
['1-143-CAS-334713'],water,methanol; water,water,methanol,water
['1-143-CAS-330628'],,hexane; methanol; water,methanol+water,dichloromethane+hexane,hexane
['1-143-CAS-327946'],,ethyl acetate; methanol; water,,ethyl acetate,unknown
['1-143-CAS-317427'],,,,ethyl acetate,
['1-143-CAS-319046'],,,,,
['1-124-CAS-319395'],,,,,
